akceptować	zaakceptować
wbijać się	wbić się
wciskać się	wcisnąć się
nadziewać się	nadziać się
spotykać	spotkać
nacinać się	naciąć się
władowywać się	władować się
wchodzić	wejść
natrafiać	natrafić
wykręcać	wykręcić
wykręcać	wykręcić
wykręcać	wykręcić
wykręcać	wykręcić
nieść	unieść
nieść	przynieść
zanosić	zanieść
spłaszczać	spłaszczyć
przynosić	przynieść
przynosić	przynieść
przynosić	przynieść
przenosić	przenieść
spłycać	spłycić
spłycać	spłycić
utrącać	utrącić
wysklepiać	wysklepić
wysklepiać	wysklepić
podnosić	podnieść
podnosić	podnieść
neutralizować	zneutralizować
zobojętniać	zobojętnić
zaokrąglać	zaokrąglić
zaokrąglać	zaokrąglić
wnosić	wnieść
zwężać	zwęzić
ścieśniać	ścieśnić
wznosić	wznieść
wznosić	wznieść
zwężać się	zwęzić się
zmniejszać się	zmniejszyć się
zwężać się	zwęzić się
sprzęgać	sprzęgnąć
sprzęgać	sprząc
sprzęgać	sprzęgnąć
sprzęgać	sprząc
generować	wygenerować
dociągać	dociągnąć
doholowywać	doholować
doholowywać	doholować
dopychać	dopchać
dopychać	dopchać
przegrupowywać	przegrupować
przegrupowywać	przegrupować
ścieśniać	ścieśnić
osadzać	osadzić
nawarstwiać	nawarstwić
stabilizować się	ustabilizować się
normalizować się	znormalizować się
rozszerzać się	rozszerzyć się
zwiększać się	zwiększyć się
rozszerzać się	rozszerzyć się
ścieśniać się	ścieśnić się
ścieśniać się	ścieśnić się
zawężać	zawęzić
zwieszać	zwiesić
spotykać się	spotkać się
wkuwać	wkuć
komunalizować	skomunalizować
upaństwawiać	upaństwowić
parafrazować	sparafrazować
wkuwać się	wkuć się
parafrazować	sparafrazować
nanosić	nanieść
nacjonalizować	znacjonalizować
wykrystalizowywać	wykrystalizować
oblepiać się	oblepić się
wykrystalizowywać	wykrystalizować
wykrystalizowywać się	wykrystalizować się
wykrystalizowywać się	wykrystalizować się
zakrywać	zakryć
zakrywać	zakryć
nagrywać się	nagrać się
rozginać	rozgiąć
odchylać	odchylić
zamarzać	zamarznąć
skrywać	skryć
pokrywać	pokryć
pokrywać	pokryć
pokrywać	pokryć
pokrywać	pokryć
pokrywać	pokryć
pokrywać	pokryć
pokrywać	pokryć
zamrażać	zamrozić
zamrażać	zamrozić
zaprawiać	zaprawić
zdawać się	zdać się
rozgałęziać	rozgałęzić
przetwarzać	przetworzyć
trawestować	strawestować
nagłośniać	nagłośnić
parodiować	sparodiować
odczulać	odczulić
potnieć	spotnieć
upubliczniać	upublicznić
przysuwać	przysunąć
zniżać	zniżyć
doczłapywać się	doczłapać się
zniżać	zniżyć
zawlekać się	zawlec się
przytaczać się	przytoczyć się
wcierać	wetrzeć
zacieśniać	zacieśnić
zacieśniać	zacieśnić
zacieśniać się	zacieśnić się
przytaczać się	przytoczyć się
zadzierzgać	zadzierzgnąć
kontraktować	zakontraktować
wykwaterowywać	wykwaterować
wypasać się	wypaść się
przetaczać się	przetoczyć się
obciążać	obciążyć
obsuwać się	obsunąć się
rozpełzać się	rozpełznąć się
osypywać się	osypać się
zagrzebywać	zagrzebać
trafiać	trafić
wstrzeliwać się	wstrzelić się
osypywać	osypać
wyolbrzymiać się	wyolbrzymić się
wyradzać się	wyrodzić się
osypywać się	osypać się
obsypywać się	obsypać się
osypywać	osypać
wyradzać się	wyrodzić się
karłowacieć	skarłowacieć
karleć	skarleć
karłowacieć	skarłowacieć
karleć	skarleć
karleć	skarleć
odosobniać	odosobnić
odosabniać	odosobnić
zbijać się	zbić się
przysadzać	przysadzić
dosadzać	dosadzić
przykrywać	przykryć
stopować	zastopować
przekwalifikowywać się	przekwalifikować się
stopować	zastopować
stopować	zastopować
przekwalifikowywać	przekwalifikować
dziczeć	zdziczeć
dziczeć	zdziczeć
stopować	zastopować
stopować piłkę	zastopować piłkę
odcumowywać się	odcumować się
odcumowywać się	odcumować się
rozliczać	rozliczyć
spiętrzać	spiętrzyć
spiętrzać	spiętrzyć
sponsorować	zasponsorować
retuszować	wyretuszować
retuszować	wyretuszować
korygować	skorygować
korygować	skorygować
sprzęgać się	sprzęgnąć się
sprzęgać się	sprząc się
fortyfikować się	ufortyfikować się
retuszować	wyretuszować
dookreślać	dookreślić
podretuszowywać	podretuszować
podretuszowywać	podretuszować
odgrzebywać	odgrzebać
skalpować	oskalpować
ćwiartować	poćwiartować
zaciągać	zaciągnąć
zaciągać	zaciągnąć
zaciągać	zaciągnąć
uwieczniać	uwiecznić
wyczarowywać	wyczarować
zaciągać	zaciągnąć
wyczarowywać	wyczarować
zaciągać	zaciągnąć
oziębiać się	oziębić się
oziębiać się	oziębić się
zsypywać	zsypać
narowić się	znarowić się
narowić się	znarowić się
zaprawiać się	zaprawić się
naciskać	nacisnąć
obłupywać	obłupać
obłupiać	obłupić
rozpieprzać	rozpieprzyć
rozpieprzać	rozpieprzyć
rozwalać	rozwalić
rozwalać	rozwalić
rozwalać	rozwalić
rozwalać	rozwalić
rozwalać	rozwalić
wyjadać	wyjeść
wyżerać	wyżreć
paprać	spaprać
knocić	sknocić
zaklejać się	zakleić się
przepasywać	przepasać
opasywać	opasać
orać	zaorać
zakłamywać	zakłamać
zafałszowywać	zafałszować
przeinaczać	przeinaczyć
opasać	opaść
wykupywać	wykupić
wykupywać	wykupić
wykupywać	wykupić
wykupywać	wykupić
przywlekać	przywlec
wykupywać	wykupić
zameldowywać	zameldować
wymeldowywać się	wymeldować się
wymeldowywać	wymeldować
odrobaczać	odrobaczyć
opieczętowywać	opieczętować
wracać się	wrócić się
wracać się	wrócić się
wstrzeliwać	wstrzelać
wstrzeliwać	wstrzelić
wstrzeliwać	wstrzelać
wstrzeliwać	wstrzelić
zapętlać	zapętlić
zapętlać się	zapętlić się
skrzykiwać	skrzyknąć
zapętlać	zapętlić
zasupływać	zasupłać
sklepywać	sklepać
zmieniać właściwości fizykalne czegoś	zmienić właściwości fizykalne czegoś
odblokowywać	odblokować
odciążać	odciążyć
dociążać	dociążyć
przytępiać	przytępić
przytępiać	przytępić
stępiać	stępić
wkomponowywać się	wkomponować się
wpasowywać się	wpasować się
dąsać się	rozdąsać się
odcieleśniać się	odcieleśnić się
jesienić się	zajesienić się
przyłazić	przyleźć
rozłazić się	rozleźć się
rozchodzić się	rozejść się
rozłazić się	rozleźć się
gorszyć się	zgorszyć się
przywabiać	przywabić
wybudzać się	wybudzić się
dopełzać	dopełznąć
dopełzać	dopełznąć
usynowiać	usynowić
siwieć	posiwieć
siwieć	posiwieć
spieprzać	spieprzyć
demontować	zdemontować
konfigurować	skonfigurować
wyzerowywać	wyzerować
bieleć	pobieleć
spierać się	sprać się
złuszczać	złuszczyć
odkruszać się	odkruszyć się
unieruchamiać	unieruchomić
unieruchamiać	unieruchomić
kondensować się	skondensować się
przetapiać	przetopić
przetapiać	przetopić
rozleniwiać	rozleniwić
wypromieniowywać	wypromieniować
wypromieniowywać	wypromieniować
nadłamywać	nadłamać
obłamywać	obłamać
okorowywać	okorować
odkorowywać	odkorować
zamykać się	zamknąć się
zbiegać się	zbiegnąć się
zbiegać się	zbiec się
fotografować się	sfotografować się
zdejmować się	zdjąć się
gimnastykować	wygimnastykować
uwieczniać się	uwiecznić się
upamiętniać się	upamiętnić się
opromieniać	opromienić
uwieczniać się	uwiecznić się
przygaszać	przygasić
koordynować	skoordynować
przytłumiać	przytłumić
odkurzać	odkurzyć
przygaszać	przygasić
przygaszać	przygasić
cyzelować	wycyzelować
dopracowywać	dopracować
przeredagowywać	przeredagować
rozpisywać	rozpisać
rozrysowywać	rozrysować
goić się	zagoić się
zabliźniać się	zabliźnić się
zasklepiać się	zabliźniać się
zabliźniać się	zabliźnić się
zasklepiać się	zasklepić się
nakierowywać	nakierować
rozpoznawać się	rozpoznać się
zabawiać się	zabawić się
ostygać	ostygnąć
ostygać	ostygnąć
ostudzać	ostudzić
wprawiać się	wprawić się
spieniać się	spienić się
spieniać się	spienić się
pienić się	zapienić się
tęchnąć	zatęchnąć
tęchnąć	stęchnąć
tęchnąć	zatęchnąć
tęchnąć	stęchnąć
tęchnąć	stęchnąć
kasować	skasować
kasować	skasować
kontrować	skontrować
kontrować	skontrować
kontrować	skontrować
podrzynać	poderżnąć
przekrzykiwać	przekrzyczeć
roztaczać	roztoczyć
rozsiewać	rozsiać
siać	przesiać
spychać	zepchnąć
spychać	zepchnąć
byczyć się	pobyczyć się
spychać	zepchnąć
spychać	zepchnąć
kalać	skalać
kalać	pokalać
przykrywać	przykryć
wdrażać	wdrożyć
wdrażać	wdrożyć
wyprowadzać	wyprowadzić
wymanewrowywać	wymanewrować
wyprowadzać	wyprowadzić
wymanewrowywać	wymanewrować
wymanewrowywać	wymanewrować
wyprowadzać	wyprowadzić
wymanewrowywać	wymanewrować
rzezać	wyrzezać
przyglądać się	przyglądnąć się
przyglądać się	przyjrzeć się
pokwękiwać	pokwękać
zakleszczać	zakleszczyć
zanudzać się	zanudzić się
zgryzać	zgryźć
rozwlekać się	rozwlec się
rozwlekać się	rozwlec się
rozwlekać się	rozwlec się
kołtunić się	skołtunić się
fajczyć się	sfajczyć się
kołysać	ukołysać
odkaszliwać	odkaszlnąć
pomniejszać się	pomniejszyć się
żegnać się ze światem	pożegnać się ze światem
pomniejszać się	pomniejszyć się
wwalać się	wwalić się
wypuczać się	wypuczyć się
wysklepiać się	wysklepić się
uwypuklać	uwypuklić
wypuczać	wypuczyć
skrzywiać się	skrzywić się
zaokrąglać się	zaokrąglić się
odpychać się	odepchnąć się
rozpłomieniać	rozpłomienić
obrywać	oberwać
obrywać	oberwać
formować się	uformować się
przykuwać uwagę	przykuć uwagę
trafiać	trafić
poszukiwać	poszukać
nadszarpywać	nadszarpnąć
wymierzać	wymierzyć
wymierzać	wymierzyć
redukować	zredukować
znajdywać	znaleźć
znajdywać	znaleźć
znajdywać	znaleźć
znajdywać	znaleźć
znajdywać	znaleźć
znajdywać	znaleźć
znajdywać	znaleźć
redukować	zredukować
bilansować	zbilansować
bilansować	zbilansować
równoważyć	zrównoważyć
odchowywać	odchować
przepadać	przepaść
przepadać	przepaść
przepadać	przepaść
przepadać	przepaść
odnawiać się	odnowić się
ulepszać się	ulepszyć się
odnawiać się	odnowić się
odrastać	odrosnąć
opakowywać	opakować
przelewać się	przelać się
nagrzewać się	nagrzać się
ochładzać się	ochłodzić się
pakować	spakować
rozrastać się	rozrosnąć się
rozrastać się	rozrosnąć się
oziębiać	oziębić
rozgałęziać się	rozgałęzić się
rozkrzewiać się	rozkrzewić się
ocieplać się	ocieplić się
rozrastać się	rozrosnąć się
rozrastać się	rozrosnąć się
ocieplać się	ocieplić się
przerywać się	przerwać się
wypakowywać	wypakować
upychać	upchać
upychać	upchnąć
edukować	wyedukować
kształcić	wykształcić
wykształcać się	wykształcić się
wsiąkać	wsiąknąć
wykształcać się	wykształcić się
demokratyzować się	zdemokratyzować się
pakować	zapakować
demokratyzować	zdemokratyzować
federować	sfederować
wsiąkać	wsiąknąć
uprzemysławiać	uprzemysłowić
industrializować	zindustrializować
uprzemysławiać	uprzemysłowić
korodować	skorodować
zawieruszać się	zawieruszyć się
zawieruszać się	zawieruszyć się
zapodziewać się	zapodziać się
zapodziewać się	zapodziać się
roziskrzać się	roziskrzyć się
rozpłomieniać się	rozpłomienić się
szklić	zeszklić
industrializować	zindustrializować
uprzemysławiać się	uprzemysłowić się
industrializować się	zindustrializować się
mącić się	zmącić się
mętnieć	zmętnieć
mętnieć	zmętnieć
mętnieć	zmętnieć
uprzemysławiać się	uprzemysłowić się
industrializować się	zindustrializować się
laicyzować	zlaicyzować
zeświecczać	zeświecczyć
laicyzować się	zlaicyzować się
zeświecczać się	zeświecczyć się
powłóczyć się	powlec się
robotyzować	zrobotyzować
klerykalizować	sklerykalizować
klerykalizować się	sklerykalizować się
przesłaniać	przesłonić
urbanizować	zurbanizować
urbanizować się	zurbanizować się
spowijać	spowinąć
spowijać	spowić
zasnuwać	zasnuć
obkurczać	obkurczyć
blednąć	zblednąć
blaknąć	zblaknąć
blaknąć	wyblaknąć
inkorporować	inkorporować
obkurczać się	obkurczyć się
rozmazywać się	rozmazać się
rozmazywać się	rozmazać się
rozmywać się	rozmyć się
rozmywać się	rozmyć się
żłobić	wyżłobić
zajmować	zająć
zamazywać się	zamazać się
zamazywać się	zamazać się
zamazywać się	zamazać się
lakierować	polakierować
rozlutowywać	rozlutować
rozlutowywać się	rozlutować się
odkształcać	odkształcić
okuwać	okuć
doszlifowywać	doszlifować
dziurkować	podziurkować
wypełniać	wypełnić
wypełniać	wypełnić
podrastać	podrosnąć
odrastać	odrosnąć
przygładzać	przygładzić
odejmować	odjąć
odejmować	odjąć
kalkulować	skalkulować
urealniać	urealnić
windować	wywindować
windować	wywindować
kodyfikować	skodyfikować
kodyfikować	skodyfikować
liberalizować	zliberalizować
specyfikować	wyspecyfikować
ustanawiać	ustanowić
uchwalać	uchwalić
ustanawiać	ustanowić
dezaktualizować	zdezaktualizować
złamać się	łamać się
obżerać	obeżreć
objadać	objeść
profilować	sprofilować
profilować	wyprofilować
napuszać	napuszyć
rozbestwiać się	rozbestwić się
profilować	wyprofilować
profilować	sprofilować
filcować się	sfilcować się
ośliniać	oślinić
centrować	wycentrować
dogrywać	dograć
dogrywać	dograć
profilować	wyprofilować
pierzchnąć	spierzchnąć
posrebrzać się	posrebrzyć się
tatuować	wytatuować
zapadać	zapaść
parzyć	sparzyć
posrebrzać się	posrebrzyć się
wysrebrzać się	wysrebrzyć się
nadtapiać	nadtopić
obluzowywać	obluzować
okopcać	okopcić
tłoczyć	wytłoczyć
wytłaczać	wytłoczyć
osmalać	osmalić
tłoczyć	wytłoczyć
wyszczerbiać	wyszczerbić
wytłaczać	wytłoczyć
tłoczyć	wytłoczyć
wytłaczać	wytłoczyć
tłoczyć	wytłoczyć
tłoczyć	wytłoczyć
wgniatać	wgnieść
wginać	wgiąć
wyciosywać	wyciosać
wgniatać	wgnieść
zaklinowywać	zaklinować
wginać	wgiąć
zaklinowywać	zaklinować
wyklepywać	wyklepać
pozłacać	pozłocić
wyzłacać	wyzłocić
wgniatać się	wgnieść się
wginać się	wgiąć się
odżywiać	odżywić
rozkapryszać	rozkaprysić
rozśpiewywać	rozśpiewać
szurać	szurnąć
napełniać	napełnić
zapełniać	zapełnić
omamiać się	omamić się
rozogniać się	rozognić się
rozogniać się	rozognić się
rozzuchwalać się	rozzuchwalić się
polaryzować się	spolaryzować się
polaryzować się	spolaryzować się
zgarniać	zgarnąć
pochłaniać	pochłonąć
pochłaniać	pochłonąć
pochłaniać	pochłonąć
obmywać	obmyć
uwspólniać	uwspólnić
uwspólniać	uwspólnić
autonomizować się	zautonomizować się
autonomizować się	zautonomizować się
omywać	omyć
osaczać	osaczyć
kamuflować	zakamuflować
kamuflować	zakamuflować
przyganiać	przygnać
przyganiać	przygonić
przemalowywać	przemalować
przypędzać	przypędzić
wykurzać	wykurzyć
naszywać	naszyć
wywabiać	wywabić
wywabiać	wywabić
zapędzać	zapędzić
zaganiać	zagnać
zaganiać	zagonić
poszywać	poszyć
pudłować	spudłować
podczołgiwać się	podczołgać się
odprasowywać	odprasować
podsuwać się	podsunąć się
opinać	opiąć
plisować	splisować
przeczołgiwać się	przeczołgać się
przypełzać	przypełznąć
przypełzać	przypełznąć
przypełzać	przypełznąć
ugruntowywać	ugruntować
odciskać	odcisnąć
zeszywać	zeszyć
oprawiać	oprawić
oprawiać	oprawić
oprawiać	oprawić
oprawiać	oprawić
wymalowywać	wymalować
wymalowywać	wymalować
wymalowywać	wymalować
wyrysowywać	wyrysować
zamazywać	zamazać
skrajać	skroić
skrawać	skroić
kroić	skroić
zamazywać	zamazać
spierać	sprać
zamazywać	zamazać
wypłacać się	wypłacić się
przenikać	przeniknąć
spierać	sprać
spierać się	sprać się
drapować	udrapować
wywatowywać	wywatować
wyświecać	wyświecić
zaprasowywać	zaprasować
wylewać się	wylać się
wypłukiwać	wypłukać
wypłukiwać	wypłukać
zamarzać	zamorzyć
zamarzać	zamorzyć
przyjmować	przyjąć
przyjmować	przyjąć
biurokratyzować	zbiurokratyzować
militaryzować	zmilitaryzować
militaryzować	zmilitaryzować
monopolizować	zmonopolizować
monopolizować	zmonopolizować
zmieniać się na gorsze	zmienić się na gorsze
przenikać	przeniknąć
przenikać	przeniknąć
przenikać	przeniknąć
przenikać	przeniknąć
przenikać	przeniknąć
przenikać	przeniknąć
napiąć się	napinać się
naciągać się	naciągnąć się
ocierać	otrzeć
ścierać	zetrzeć
wymazywać	wymazać
ścierać	zetrzeć
wyczyszczać się	wyczyścić się
wyczyszczać	wyczyścić
stulać	stulić
skulać	skulić
obrzynać	oberżnąć
odrzynać	oderżnąć
rozpędzać się	rozpędzić się
rozbiegać się	rozbiec się
oddalać się	oddalić się
rozdzielać się	rozdzielić się
rozłączać się	rozłączyć się
rozpierzchać się	rozpierzchnąć się
rozpraszać się	rozproszyć się
rozchodzić się	rozejść się
rozpraszać się	rozproszyć się
rozpraszać się	rozproszyć się
trafiać	trafić
przytykać	przytknąć
zaczerniać się	zaczernić się
zaciemniać się	zaciemnić się
ściemniać	ściemnić
przyciemniać	przyciemnić
