desperacja	desperować
rozproszenie się	rozproszyć się
trafienie	trafić
skończenie się	skończyć się
urwanie się	urwać się
znalezienie się	znaleźć się
wypełnienie	wypełnić
zapełnienie	zapełnić
napełnienie	napełnić
przepełnienie	przepełnić
wpasowanie się	wpasować się
zalężenie	zalec
zajęcie	zająć
wkomponowanie się	wkomponować się
zabłyśnięcie	zabłysnąć
zamajaczenie	zamajaczyć
zaszklenie się	zaszklić się
zarysowanie się	zarysować się
zaznaczenie się	zaznaczyć się
uwydatnienie się	uwydatnić się
odznaczenie się	odznaczyć się
zaostrzenie się	zaostrzyć się
wyostrzenie się	wyostrzyć się
wstanie	wstać
wychylenie się	wychylić się
wysunięcie się	wysunąć się
rozjarzenie się	rozjarzyć się
ukazanie się	ukazać się
pokazanie się	pokazać się
uwidocznienie się	uwidocznić się
wyłonienie się	wyłonić się
wynurzenie się	wynurzyć się
wychynięcie	wychynąć
wypłynięcie	wypłynąć
wzejście	wzejść
przebiegnięcie	przebiec
zajaśnienie	zajaśnieć
odsłonięcie się	odsłonić się
przemknięcie	przemknąć
odcięcie się	odciąć się
wyróżnienie się	wyróżnić się
odgraniczenie się	odgraniczyć się
wyodrębnienie się	wyodrębnić się
mignięcie	mignąć
otulenie	otulić
oprószenie	oprószyć
oblodzenie	oblodzić
porośnięcie	porosnąć
obrośnięcie	obrosnąć
zarośnięcie	zarosnąć
zaprószenie	zaprószyć
owianie	owiać
oblepienie	oblepić
oszronienie	oszronić
pokrycie	pokryć
okrycie	okryć
przyprószenie	przyprószyć
zachwaszczenie	zachwaścić
ośnieżenie	ośnieżyć
zaśnieżenie	zaśnieżyć
obsypanie	obsypać
osypanie	osypać
wykwitnięcie	wykwitnąć
ukazanie się drukiem	ukazać się drukiem
ukazanie się	ukazać się
ukazanie się w druku	ukazać się w druku
wyjście	wyjść
wejście	wejść
wyrojenie się	wyroić się
rozkwitnięcie	rozkwitnąć
umiejscowienie się	umiejscowić się
przykrycie	przykryć
wystąpienie	wystąpić
wysypanie się	wysypać się
przetkanie	przetkać
zaczernienie się	zaczernić się
zaciemnienie się	zaciemnić się
przywidzenie się	przywidzieć się
zwidzenie się	zwidzieć się
zasklepienie się	zasklepić się
wywalczenie	wywalczyć
wysianie się	wysiać się
zogniskowanie się	zogniskować się
skupienie się	skupić się
skoncentrowanie się	skoncentrować się
uplasowanie się	uplasować się
ulokowanie się	ulokować się
zajęcie	zająć
popłynięcie	popłynąć
zalanie	zalać
rozsrożenie się	rozsrożyć się
nawiedzenie	nawiedzić
zaciemnienie	zaciemnieć
przypełźnięcie	przypełznąć
objawienie się	objawić się
przyśnienie się	przyśnić się
wytoczenie się	wytoczyć się
pojawienie się	pojawić się
wystąpienie	wystąpić
pojawienie się	pojawić się
zwarcie się	zewrzeć się
rozciągnięcie się	rozciągnąć się
usytuowanie się	usytuować się
odbicie się	odbić się
odzwierciedlenie się	odzwierciedlić się
przeglądnięcie się	przeglądnąć się
przejrzenie się	przejrzeć się
wyśnienie się	wyśnić się
postawienie się	postawić się
wyjście	wyjść
usłyszenie	usłyszeć
odebranie	odebrać
użycie	użyć
zapałanie	zapałać
odniesienie	odnieść
zakosztowanie	zakosztować
zmarznięcie	zmarznąć
przeżycie	przeżyć
zrealizowanie się	zrealizować się
spełnienie się	spełnić się
poniesienie	ponieść
przeżycie	przeżyć
oberwanie	oberwać
wczucie się	wczuć się
wymarznięcie	wymarznąć
namarznięcie się	namarznąć się
znalezienie	znaleźć
odczucie	odczuć
odnowienie się	odnowić się
doznanie	doznać
zaznanie	zaznać
doświadczenie	doświadczyć
poznanie	poznać
zażycie	zażyć
otarcie się	otrzeć się
zetknięcie się	zetknąć się
spotkanie się	spotkać się
napotkanie się	napotkać się
natrafienie się	natrafić się
natknięcie się	natknąć się
odchorowanie	odchorować
wymrożenie się	wymrozić się
dostąpienie	dostąpić
odczucie	odczuć
przejście	przejść
podniecenie się	podniecić się
podekscytowanie się	podekscytować się
rozemocjonowanie się	rozemocjonować się
zemocjonowanie się	zemocjonować się
rozbłyśnięcie	rozbłysnąć
rozkręcenie się	rozkręcić się
rozgrzanie się	rozgrzać się
rozegranie się	rozegrać się
rozbawienie się	rozbawić się
rozochocenie się	rozochocić się
rozegranie się	rozegrać się
rozgorączkowanie się	rozgorączkować się
drgnięcie	drgnąć
rozpłomienienie się	rozpłomienić się
rozognienie się	rozognić się
rozpromienienie się	rozpromienić się
rozjaśnienie się	rozjaśnić się
rozświetlenie się	rozświetlić się
opromienienie się	opromienić się
pojaśnienie	pojaśnieć
rozkrochmalenie się	rozkrochmalić się
rozweselenie się	rozweselić się
rozchmurzenie się	rozchmurzyć się
rozpogodzenie się	rozpogodzić się
wypogodzenie się	wypogodzić się
poweselenie	poweseleć
roztańczenie się	roztańczyć się
ożywienie się	ożywić się
rozigranie się	rozigrać się
rozswawolenie się	rozswawolić się
rozdokazywanie się	rozdokazywać się
pogubienie się	pogubić się
zagubienie się	zagubić się
zgubienie się	zgubić się
przejęzyczenie się	przejęzyczyć się
nabranie się	nabrać się
nacięcie się	naciąć się
oszukanie się	oszukać się
zwiedzenie się	zwieść się
sparzenie się	sparzyć się
trafienie jak kulą w płot	trafić jak kulą w płot
zaplątanie się	zaplątać się
zbłądzenie	zbłądzić
pobłądzenie	pobłądzić
przejechanie się	przejechać się
przeliczenie się	przeliczyć się
przerachowanie się	przerachować się
przeliczenie się	przeliczyć się
skuszenie	skusić
pomylenie się	pomylić się
kopnięcie się	kopnąć się
kropnięcie się	kropnąć się
machnięcie się	machnąć się
potknięcie się	potknąć się
rypnięcie się	rypnąć się
sypnięcie się	sypnąć się
omylenie się	omylić się
rąbnięcie się	rąbnąć się
spieczenie raka	spiec raka
spieczenie raczka	spiec raczka
zaczerwienienie się po uszy	zaczerwienić się po uszy
utożsamienie się	utożsamić się
zidentyfikowanie się	zidentyfikować się
poczucie się	poczuć się
pomieszanie się	pomieszać się
zmącenie się	zmącić się
zarumienienie się	zarumienić się
zareagowanie	zareagować
rozognienie się	rozognić się
rozgorzenie	rozgorzeć
zapomnienie	zapomnieć
wylecenie z głowy	wylecieć z głowy
zaczerwienienie się jak burak	zaczerwienić się jak burak
zaczerwienienie się jak indyk	zaczerwienić się jak indyk
zaczerwienienie się jak piwonia	zaczerwienić się jak piwonia
zaczerwienienie się jak rak	zaczerwienić się jak rak
odnalezienie się	odnaleźć się
zaczerwienienie się	zaczerwienić się
spąsowienie	spąsowieć
spurpurowienie	spurpurowieć
poczerwienienie	poczerwienieć
zapłonienie się	zapłonić się
zatonięcie	zatonąć
zapadnięcie	zapaść
zrobienie się	zrobić się
stanięcie w pąsach	stanąć w pąsach
stanięcie w ogniu	stanąć w ogniu
stanięcie w płomieniach	stanąć w płomieniach
oblanie się pąsem	oblać się pąsem
postrzeżenie	postrzec
zarejestrowanie	zarejestrować
chwycenie	chwycić
pochwycenie	pochwycić
schwycenie	schwycić
uchwycenie	uchwycić
poczucie	poczuć
odczucie	odczuć
uczucie	uczuć
GERUNDIUM - WYPADEK oznaczający zm. stanu mentalnego lub emocjonalnego albo reakcję emocjonalno-fizjologiczną	CZASOWNIK - WYPADEK oznaczający zmianę stanu mentalnego lub emocjonalnego albo reakcję emocjonalno-fizjologiczną
zatłuczenie	zatłuc
zatłuczenie się	zatłuc się
zachcenie się	zachcieć się
przewinięcie się	przewinąć się
wdarcie się	wedrzeć się
wzięcie się	wziąć się
wyrośnięcie	wyrosnąć
przypałętanie się	przypałętać się
przylezienie	przyleźć
zjawienie się	zjawić się
pojawienie się	pojawić się
trafienie	trafić
wycelowanie	wycelować
zdążanie	zdążać
wrócenie	wrócić
zdążenie	zdążyć
przerwanie się	przerwać się
rozerwanie się	rozerwać się
rozdarcie się	rozedrzeć się
rozlezienie się	rozleźć się
rozsypanie się	rozsypać się
rozwalenie się	rozwalić się
wybuchnięcie	wybuchnąć
pęknięcie	pęknąć
rozerwanie się	rozerwać się
przerwanie się	przerwać się
podarcie się	podrzeć się
rozstąpienie się	rozstąpić się
połamanie się	połamać się
powydzieranie się	powydzierać się
kropnięcie	kropnąć
rozpadnięcie się	rozpaść się
rozlecenie się	rozlecieć się
przedarcie się	przedrzeć się
przebicie się	przebić się
pokruszenie się	pokruszyć się
rozkruszenie się	rozkruszyć się
skruszenie się	skruszyć się
rozbicie się	rozbić się
strzaskanie się	strzaskać się
zbicie się	zbić się
stłuczenie się	stłuc się
pryśnięcie	prysnąć
rozpryśnięcie się	rozprysnąć się
rozbryźnięcie się	rozbryznąć się
rozbryzganie się	rozbryzgać się
pęknięcie	pęknąć
rozpęknięcie się	rozpęknąć się
porwanie się	porwać się
zawalenie się	zawalić się
runięcie	runąć
zacieknięcie	zaciec
przesączenie się	przesączyć się
przecieknięcie	przeciec
nasycenie	nasycić
przewianie	przewiać
przesycenie	przesycić
przeniknięcie	przeniknąć
przerośnięcie	przerosnąć
przesiąknięcie	przesiąknąć
nasiąknięcie	nasiąknąć
przedostanie się	przedostać się
wsączenie się	wsączyć się
prześwietlenie	prześwietlić
przesączenie się	przesączyć się
wsiąknięcie	wsiąknąć
przeniknięcie	przeniknąć
wpełźnięcie	wpełznąć
przeniknięcie	przeniknąć
podpłynięcie	podpłynąć
wżarcie się	weżreć się
zapadnięcie się	zapaść się
zapadnięcie	zapaść
wpadnięcie	wpaść
wejście	wejść
wdarcie się	wedrzeć się
ugrzęźnięcie	ugrzęznąć
utonięcie	utonąć
wlanie się	wlać się
wjechanie	wjechać
wpadnięcie	wpaść
dostanie się	dostać się
wdarcie się	wedrzeć się
wtargnięcie	wtargnąć
zaplątanie się	zaplątać się
zapętlenie się	zapętlić się
wplątanie się	wplątać się
wtoczenie się	wtoczyć się
wchłonięcie się	wchłonąć się
wniknięcie	wniknąć
zasupłanie się	zasupłać się
zawęźlenie się	zawęźlić się
wlezienie	wleźć
przewinięcie się	przewinąć się
zgubienie się	zgubić się
zagubienie się	zagubić się
zawieruszenie się	zawieruszyć się
zapodzianie się	zapodziać się
zatoczenie się	zatoczyć się
przeskoczenie	przeskoczyć
kapnięcie	kapnąć
wystrzelenie	wystrzelić
odfrunięcie	odfrunąć
uskoczenie	uskoczyć
mignięcie	mignąć
przemknięcie	przemknąć
szurnięcie	szurnąć
zawiśnięcie	zawisnąć
przemieszczenie się	przemieścić się
zaginięcie	zaginąć
pofrunięcie	pofrunąć
zasunięcie się	zasunąć się
obiegnięcie	obiec
odtoczenie się	odtoczyć się
zboczenie	zboczyć
mignięcie	mignąć
spłynięcie	spłynąć
zakreślenie	zakreślić
zatoczenie	zatoczyć
wywędrowanie	wywędrować
spłynięcie	spłynąć
zjechanie	zjechać
łyśnięcie	łysnąć
zabłądzenie	zabłądzić
zabłąkanie się	zabłąkać się
zbłądzenie	zbłądzić
pobłądzenie	pobłądzić
wsiąknięcie	wsiąknąć
obcieknięcie	obcieknąć
ocieknięcie	ocieknąć
zjechanie	zjechać
opsnięcie się	opsnąć się
zsunięcie się	zsunąć się
zakurzenie się	zakurzyć się
oddalenie się	oddalić się
odepchnięcie się	odepchnąć się
ścieknięcie	ścieknąć
potoczenie się	potoczyć się
poturlanie się	poturlać się
ześlizgnięcie się	ześlizgnąć się
ześliźnięcie się	ześliznąć się
przesunięcie się	przesunąć się
wzniesienie się	wznieść się
wzbicie się	wzbić się
wzlecenie	wzlecieć
przecięcie	przeciąć
podfrunięcie	podfrunąć
pochylenie się	pochylić się
skłonienie się	skłonić się
zniżenie się	zniżyć się
zatoczenie się	zatoczyć się
przetoczenie się	przetoczyć się
przesypanie się	przesypać się
przeciągnięcie	przeciągnąć
przewrócenie się	przewrócić się
przekręcenie się	przekręcić się
przewalenie się	przewalić się
wstrząśnięcie się	wstrząsnąć się
wzburzenie się	wzburzyć się
zburzenie się	zburzyć się
zawirowanie	zawirować
przekręcenie się	przekręcić się
okręcenie się	okręcić się
obrócenie się	obrócić się
zakręcenie się	zakręcić się
zadygotanie	zadygotać
zatrzęsienie się	zatrząść się
zadrżenie	zadrżeć
zadrganie	zadrgać
wahnięcie się	wahnąć się
poruszenie się	poruszyć się
zafalowanie	zafalować
zatrzęsienie się	zatrząść się
rozwianie się	rozwiać się
skłębienie się	skłębić się
zakotłowanie się	zakotłować się
zakłębienie się	zakłębić się
drgnięcie	drgnąć
otrząśnięcie się	otrząsnąć się
otrzęsienie się	otrząść się
wzdrygnięcie się	wzdrygnąć się
rozczłonkowanie się	rozczłonkować się
przejście	przejść
znalezienie się	znaleźć się
zatrzaśnięcie się	zatrzasnąć się
domknięcie się	domknąć się
wypieprzenie się	wypieprzyć się
wypierniczenie się	wypierniczyć się
otoczenie	otoczyć
GERUNDIUM - WYPADEK oznaczający zmianę położenia lub zmianę relacji przestrzennych	CZASOWNIK - WYPADEK oznaczający zmianę położenia lub zmianę relacji przestrzennych
osunięcie się	osunąć się
obsunięcie się	obsunąć się
rozszczepienie się	rozszczepić się
pójście	pójść
wychrzanienie się	wychrzanić się
wyślizgnięcie się	wyślizgnąć się
wyśliźnięcie się	wyśliznąć się
okolenie	okolić
obramowanie	obramować
ograniczenie	ograniczyć
ogarnięcie	ogarnąć
spowicie	spowić
spowinięcie	spowinąć
zwolnienie się	zwolnić się
wlezienie	wleźć
chybienie	chybić
spudłowanie	spudłować
wyłamanie się	wyłamać się
muśnięcie	musnąć
przełamanie się	przełamać się
rozłamanie się	rozłamać się
osnucie	osnuć
pieprznięcie	pieprznąć
owianie	owiać
obalenie się	obalić się
podzielenie się	podzielić się
rozdzielenie się	rozdzielić się
podzielenie	podzielić
ukrycie	ukryć
zawarcie się	zawrzeć się
przewrócenie się	przewrócić się
bęcnięcie	bęcnąć
fajtnięcie	fajtnąć
fiknięcie kozła	fiknąć kozła
machnięcie kozła	machnąć kozła
fiknięcie koziołka	fiknąć koziołka
machnięcie koziołka	machnąć koziołka
przewalenie się	przewalić się
rozłożenie się	rozłożyć się
wygrzmocenie się	wygrzmocić się
wykopyrtnięcie się	wykopyrtnąć się
wykrochmalenie się	wykrochmalić się
wywalenie się	wywalić się
wywinięcie orła	wywinąć orła
wywrócenie się	wywrócić się
zarycie nosem	zaryć nosem
fiknięcie	fiknąć
zmieszczenie się	zmieścić się
wejście	wejść
zadryfowanie	zadryfować
oblanie	oblać
spoczęcie	spocząć
rozpoczęcie	rozpocząć
wypadnięcie	wypaść
wylecenie	wylecieć
wyrypanie się	wyrypać się
okręcenie się	okręcić się
omotanie się	omotać się
oplecenie	opleść
oplątanie	oplątać
oplątanie się	oplątać się
owinięcie się	owinąć się
zawinięcie się	zawinąć się
oplecenie się	opleść się
znalezienie się	znaleźć się
zamknięcie się	zamknąć się
przymknięcie się	przymknąć się
wysunięcie się	wysunąć się
spadnięcie	spaść
spoczęcie	spocząć
wyjrzenie	wyjrzeć
wyjście	wyjść
zapięcie się	zapiąć się
upadnięcie	upaść
zmierzwienie się	zmierzwić się
zwichrzenie się	zwichrzyć się
potarganie się	potargać się
skłębienie się	skłębić się
dopięcie się	dopiąć się
opasanie	opasać
przepasanie	przepasać
poplątanie się	poplątać się
splątanie się	splątać się
zawiśnięcie	zawisnąć
zróżnicowanie się	zróżnicować się
rozszczepienie się	rozszczepić się
rozbicie się	rozbić się
przekoziołkowanie	przekoziołkować
rozwarstwienie się	rozwarstwić się
rozwianie się	rozwiać się
zmieszczenie	zmieścić
rozwarstwienie się	rozwarstwić się
zbankrutowanie	zbankrutować
splajtowanie	splajtować
odwodnienie się	odwodnić się
pożegnanie się	pożegnać się
podupadnięcie	podupaść
stracenie	stracić
postradanie	postradać
utracenie	utracić
wytracenie	wytracić
zardzewienie	zardzewieć
zagubienie	zagubić
zatracenie	zatracić
wypalenie się	wypalić się
upadnięcie	upaść
poronienie	poronić
wynarodowienie się	wynarodowić się
wykorzenienie się	wykorzenić się
odsłonięcie się	odsłonić się
spauperyzowanie się	spauperyzować się
skończenie się	skończyć się
zgubienie	zgubić
zagubienie	zagubić
zapodzianie	zapodziać
zawieruszenie	zawieruszyć
podzianie	podziać
posianie	posiać
zapomnienie	zapomnieć
przepicie	przepić
zbiednienie	zbiednieć
zubożenie	zubożeć
popadnięcie w niedostatek	popaść w niedostatek
oblezienie	obleźć
wytarcie się	wytrzeć się
owdowienie	owdowieć
wykrwawienie się	wykrwawić się
zwątpienie	zwątpić
wyniesienie	wynieść
przyjęcie	przyjąć
otrzymanie	otrzymać
otrzymanie	otrzymać
dostanie	dostać
wprowadzenie się	wprowadzić się
wzięcie	wziąć
odebranie	odebrać
zakopanie się	zakopać się
zamieszkanie	zamieszkać
osiedlenie się	osiedlić się
osadzenie się	osadzić się
zakwaterowanie się	zakwaterować się
zajęcie	zająć
odebranie	odebrać
odziedziczenie	odziedziczyć
przydybanie	przydybać
przyłapanie	przyłapać
zdybanie	zdybać
namacanie	namacać
wymacanie	wymacać
GERUNDIUM - WYPADEK oznaczający zmianę posiadania lub sytuację związaną z posiadaniem	CZASOWNIK - WYPADEK oznaczający zmianę posiadania lub sytuację związaną z posiadaniem
wylosowanie	wylosować
poniesienie	ponieść
wyszperanie	wyszperać
wygranie	wygrać
zabraknięcie	zabraknąć
zbraknięcie	zbraknąć
braknięcie	braknąć
znalezienie	znaleźć
znalezienie się	znaleźć się
nakrycie	nakryć
znalezienie się	znaleźć się
odnalezienie się	odnaleźć się
odnalezienie się	odnaleźć się
przypadnięcie	przypaść
dostanie się	dostać się
okrojenie się	okroić się
zastanie	zastać
rozjaśnienie	rozjaśnić
rozświetlenie	rozświetlić
rozpromienienie	rozpromienić
opromienienie	opromienić
wyrażenie się	wyrazić się
uzewnętrznienie się	uzewnętrznić się
przejawienie się	przejawić się
uwidocznienie się	uwidocznić się
odkrycie się	odkryć się
zabrzmienie	zabrzmieć
odmalowanie się	odmalować się
odbicie się	odbić się
odzwierciedlenie się	odzwierciedlić się
wymalowanie się	wymalować się
wypowiedzenie się	wypowiedzieć się
wypadnięcie	wypaść
zaprezentowanie się	zaprezentować się
przedstawienie się	przedstawić się
zarysowanie się	zarysować się
zaznaczenie się	zaznaczyć się
zdekonspirowanie się	zdekonspirować się
sprzedanie się	sprzedać się
przełożenie się	przełożyć się
wyjście	wyjść
zagranie	zagrać
wylanie się	wylać się
uobecnienie się	uobecnić się
unaocznienie się	unaocznić się
ujawnienie się	ujawnić się
otworzenie się	otworzyć się
odblokowanie się	odblokować się
odsłonięcie się	odsłonić się
tryśnięcie	trysnąć
wyjście	wyjść
wyjście	wyjść
wypłynięcie	wypłynąć
potwierdzenie się	potwierdzić się
zakpienie	zakpić
zadrwienie	zadrwić
ujawnienie się	ujawnić się
wyjście na jaw	wyjść na jaw
wyjście na światło dzienne	wyjść na światło dzienne
wypadnięcie	wypaść
przeważenie	przeważyć
wyjście	wyjść
wyniknięcie	wyniknąć
okazanie się	okazać się
minięcie się	minąć się
rozminięcie się	rozminąć się
GERUNDIUM - WYPADEK oznaczający zmianę sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie	CZASOWNIK - WYPADEK oznaczający zmianę sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie
