administracyjny	administracja
pługowy	pług
ryftowy	ryft
stodołowy	stodoła
narcyzowy	narcyz
fotokomórkowy	fotokomórka
holendrowy	holender
kognacyjny	kognacja
kolonoskopowy	kolonoskopia
kolonoskopowy	kolonoskop
sekstowy	seksta
lunaparkowy	lunapark
odrobkowy	odrobek
osteopatyczny	osteopatia
osteopatyczny	osteopatia
kropkowy	kropka
muskatowy	muskat
pomadkowy	pomadka
miodonośny	miodonośność
pomadkowy	pomadka
obłokowy	obłok
skarpowy	skarpa
rafiowy	rafia
sztakslowy	sztaksel
wedycki	wedyzm
wotiacki	Wotiacy
hugonocki	hugonot
rojowy	rój
totolotkowy	totolotek
wąwolnicki	Wąwolnica
spondeiczny	spondej
dolinowy	dolina
mewi	mewa
kuflowy	kufel
memowy	mem
memowy	mem
moczarny	moczary
pagórkowy	pagórek
bachusowy	Bachus
zrostowy	zrost
aldehydowy	aldehyd
bolesławicki	Bolesławiec
porcjowy	porcja
dymisyjny	dymisja
dymisyjny	dymisja
lornetkowy	lornetka
majaczeniowy	majaczenie
nitrozowy	nitroza
apeksowy	Apeks
trapezuncki	Trapezunt
trabzoński	Trabzon
pokemonowy	pokemon
pokemonowy	pokemon
proktologiczny	proktologia
przyjemnościowy	przyjemność
wkładowy	wkład
wkładowy	wkład
wkładowy	wkład
radiowęzłowy	radiowęzeł
cyrklowy	cyrkiel
dziedzińcowy	dziedziniec
iluministyczny	iluminizm
kąkolowy	kąkol
stereometryczny	stereometria
korzonkowy	korzonek
korzonkowy	korzonek
palnikowy	palnik
okrągłogłowy	okrągłogłowy
piwiarniany	piwiarnia
sinusowy	sinus
hibernowy	hiberna
frazowy	fraza
fasetowy	faseta
demoliberalny	demoliberalizm
nurtowy	nurt
okupowy	okup
kolodionowy	kolodion
metanometryczny	metanometr
samotracki	Samotraka
folderowy	folder
folderowy	folder
płodozmianowy	płodozmian
surówkowy	surówka
surówkowy	surówka
mikrosomalny	mikrosom
naprężeniowy	naprężenie
łopuchowy	łopuch
szarogłazowy	szarogłaz
ziarninowy	ziarnina
laktacyjny	laktacja
mogiłowy	mogiła
powidokowy	powidok
rewersowy	rewers
rewersowy	rewers
ajurwedyczny	ajurweda
barwowy	barwa
barwowy	barwa
antyromantyczny	antyromantyzm
ekologistyczny	ekologistyka
lajkonikowy	lajkonik
ekologistyczny	ekologizm
lajkonikowy	lajkonik
gałkowy	gałka oczna
gałkowy	gałka
gałkowy	gałka muszkatołowa
jaczy	jak
gałkowy	gałka
legislatywny	legislatywa
oborny	obora
piktorialny	piktorializm
przelicznikowy	przelicznik
przelicznikowy	przelicznik
aprobacyjny	aprobacja
filosemicki	filosemityzm
filosemicki	filosemita
kręglowy	kręgle
magnezytowy	magnezyt
przypowieściowy	przypowieść
tygodnikowy	tygodnik
piłowy	piła
szpaczy	szpak
kłębuszkowy	kłębuszek
matusiny	matuś
matusiny	matusia
azeotropowy	azeotrop
banderowy	bandera
szczypiorkowy	szczypiorek
bezoarowy	bezoar
szczypiorkowy	szczypiorek
kognicyjny	kognicja
nautologiczny	nautologia
zielonobalonikowy	Zielony Balonik
kleszy	klecha
kolkowy	kolka
syfonowy	syfon
syfonowy	syfon
komutatorowy	komutator
korepetycyjny	korepetycje
osutkowy	osutka
kangurowy	kangur
paluszkowy	paluszek
paluszkowy	paluszek
chloroformowy	chloroform
uroczystościowy	uroczystość
aksonometryczny	aksonometria
fanfarowy	fanfara
morfemowy	morfem
niedrzwicki	Niedrzwica Duża
odnowieniowy	odnowa
pelengowy	peleng
syfonowy	syfon
stereoskopowy	stereoskopia
cholinowy	cholina
maciejkowy	maciejka
nurecki	Nurek
prosięcy	prosię
prosięcy	prosię
podchorążacki	podchorąży
sylwetkowy	sylwetka
chochlikowy	chochlik
sylwetkowy	sylwetka
sylwetkowy	sylwetka
entropowy	entropia
mieńszewicki	mieńszewizm
mieńszewicki	mieńszewik
mienszewicki	mienszewizm
mienszewicki	mienszewik
syntoniczny	syntonia
szwadronowy	szwadron
talerzykowy	talerzyk
trankingowy	tranking
wychodźczy	wychodźstwo
wychodźczy	wychodźca
wychodźczy	wychodźstwo
ptysiowy	ptyś
spaleniskowy	spalenisko
mleczanowy	mleczan
wnętrzny	wnętrze
wnętrzowy	wnętrze
ofiolitowy	ofiolit
przeszłościowy	przeszłość
legislatywny	legislatywa
osteolityczny	osteoliza
aspiracyjny	aspiracja
aspiracyjny	aspiracja
aspiracyjny	aspiracja
aspiracyjny	aspiracja
troposferyczny	troposfera
alkinowy	alkin
aspiracyjny	aspiracja
hipnoterapeutyczny	hipnoterapeuta
hipnoterapeutyczny	hipnoterapia
carillonowy	carillon
karylionowy	karylion
wodowskazowy	wodowskaz
aszarycki	aszaryzm
fujarkowy	fujarka
amnezyjny	amnezja
stuttgarcki	Stuttgart
geodetyczny	geodezja
krawężnikowy	krawężnik
Mannowy	Mann
Mannowy	Mann
bylicowy	bylica
haszymidzki	Haszymidzi
kontredansowy	kontredans
kontredansowy	kontredans
pierogowy	pieróg
pierogowy	pieróg
suwnicowy	suwnica
tachistoskopowy	tachistoskop
tachystoskopowy	tachistoskop
kwadrantowy	kwadrant
kwadrantowy	kwadrant
pięściowy	pięść
biobibliograficzny	biobibliografia
celownikowy	celownik
przekształtnikowy	przekształtnik
elektrotrakcyjny	elektrotrakcja
pędzelkowy	pędzelek
neopopiwkowy	neopopiwek
semigraficzny	semigrafika
szantażowy	szantaż
stokrotkowy	stokrotka
bobrowicki	Bobrowice
choinowy	choina
rokitnicki	Rokitnica
choinowy	choina
choinowy	choina
rokitnicki	Rokitnica
jedlinowy	jedlina
dwumienny	dwumian
hinajanistyczny	hinajana
kaczeńcowy	kaczeniec
apozycyjny	apozycja
bioelektroniczny	bioelektronika
plewny	plewa
kołysankowy	kołysanka
kraulowy	kraul
crawlowy	crawl
subkulturowy	subkultura
recytatywny	recytatyw
recytatywny	recytatyw
skanerowy	skaner
stolny	stola
zmarzlinowy	zmarzlina
kablobetonowy	kablobeton
karagandzki	Karaganda
karagandyjski	Karaganda
ligustrowy	ligustr
rematyczny	remat
podrobowy	podroby
zeolitowy	zeolit
pacynkowy	pacynka
tkaninowy	tkanina
akcentuacyjny	akcentuacja
akcentuacyjny	akcent
akcentuacyjny	akcentuacja
chininowy	chinina
trzpieniowy	trzpień
oligofreniczny	oligofrenik
oligofreniczny	oligofrenia
kołnierzowy	kołnierz
kołnierzowy	kołnierz
naczepowy	naczepa
rokitowy	rokita
recitalowy	recital
dobranockowy	dobranocka
tuńczykowy	tuńczyk
tuńczykowy	tuńczyk
tuńczykowy	tuńczyk
uczniacki	uczniak
łambinowicki	Łambinowice
wręczycki	Wręczyca Wielka
wręczycki	Wręczyca Mała
wręczycki	Wręczyca
nowokuźniecki	Nowokuźnieck
ałmaacki	Ałma-Ata
ałmacki	Ałmaty
asocjatywny	asocjacja
pieriestrojkowy	pieriestrojka
hipnopedyczny	hipnopedia
genderowy	gender
genderowy	gender
antyintelektualistyczny	antyintelektualizm
antyintelektualistyczny	antyintelektualizm
cyganologiczny	cyganologia
drumlinowy	drumlin
hanaficki	hanafita
harmonogramowy	harmonogram
patriotyczny	patriotyzm
dolorystyczny	doloryzm
fotochemigraficzny	fotochemigrafia
integralistyczny	integralizm
kalkowy	kalka
naboczny	bok
naboczny	bok
kimograficzny	kimograf
kimograficzny	kimografia
mleczowy	mlecz
szintoistyczny	szintoizm
słupkowy	słupek
twardzielowy	twardziel
bentonitowy	bentonit
hebefreniczny	hebefrenia
transporterowy	transporter
transporterowy	transporter
werblowy	werbel
parasympatyczny	parasympatyczny układ nerwowy
sympatyczny	sympatyczny układ nerwowy
hipotermiczny	hipotermia
hipotermiczny	hipotermia
lemoniadowy	lemoniada
deformacyjny	deformacja
deformacyjny	deformacja
fajerwerkowy	fajerwerki
kortowy	kort
krzyżówkowy	krzyżówka
krzyżówkowy	krzyżówka
absencyjny	absencja
odprawowy	odprawa
odprawowy	odprawa
odprawowy	odprawa
kameowy	kamea
bibułowy	bibuła
cynkograficzny	cynkografia
sterniczy	sternictwo
sterniczy	sternik
wrotkowy	wrotka
wrotkowy	wrotki
gajny	gaj
garnkowy	garnek
jehowicki	jehowita
czytankowy	czytanka
interkalarny	merystem interkalarny
izomeryczny	izomeria
pułapowy	pułap
pułapowy	pułap
pułapowy	pułap
pułapowy	pułap
torakochirurgiczny	torakochirurgia
drukarniany	drukarnia
farbowy	farba
gułagowy	gułag
helmintologiczny	helmintologia
helmintologiczny	helmint
keczupowy	keczup
lutrowy	Luter
mozaistyczny	mozaizm
discopolowy	discopolo
hejnałowy	hejnał
hydrofoniczny	hydrofon
karakałpacki	Karakałpacja
kardanowy	kardan
propylenowy	propylen
farmakognostyczny	farmakognozja
jajowodowy	jajowód
wieśny	wieś
kosmograficzny	kosmografia
ludowcowy	ludowiec
cytadelowy	cytadela
cytadelowy	cytadela
drużynny	drużyna
feromonowy	feromon
antynomistyczny	antynomizm
filumenistyczny	filumenistyka
nasienniczy	nasiennictwo
gwardiacki	gwardia
gwardiacki	gwardia
wstążkowy	wstążka
spamowy	spam
kliprowy	kliper
popi	pop
płazi	płaz
kibucowy	kibuc
żurnalowy	żurnal
sztyletowy	sztylet
trociowy	troć
obręczowy	obręcz
pudowy	pud
tchawkowy	tchawka
widziadłowy	widziadło
bastardowy	bastard
widziadlany	widziadło
gruzełkowy	gruzełek
sylikonowy	sylikon
przechyłowy	przechył
wykupny	wykup
wykupowy	wykup
metempsychiczny	metempsychoza
melanotropowy	melanotropina
drogowskazowy	drogowskaz
mieszankowy	mieszanka
dystrakcyjny	dystrakcja
dystrakcyjny	dystrakcja
dystrakcyjny	dystrakcja
dystraktywny	dystrakcja
neologiczny	neologizm
perfumowy	perfumy
metaloplastyczny	metaloplastyka
popielcowy	popiół
popielcowy	Popielec
prochowicki	Prochowice
galerowy	galera
galerowy	galery
gnomi	gnom
gratyfikacyjny	gratyfikacja
gratyfikacyjny	gratyfikacja
mariensztacki	Mariensztat
panięcy	pan
solaryjny	solarium
solaryjny	solarium
skocznościowy	skoczność
zakładkowy	zakładka
zakładkowy	zakładka
zakładkowy	zakładka
itacki	Itaka
zakładkowy	zakładka
czeczotkowy	czeczotka
czeczotkowy	czeczotka
czeczotowy	czeczota
czeczotowy	czeczota
czeczotowy	Czeczot
Czeczotowy	Czeczot
elektroforetyczny	elektroforeza
senioracki	senior
senioracki	senior
katecholowy	katechol
skibowy	skiba
skibowy	skiba
konglomeratowy	konglomerat
pasjansowy	pasjans
podszytowy	podszyt
świstaczy	świstak
poziomicowy	poziomica
poziomicowy	poziomica
pryszczycowy	pryszczyca
tańcujący	taniec
chomikowy	chomik
muzykancki	muzykant
wskazówkowy	wskazówka
ławowy	ława
wodzowy	wódz
poliglotyczny	poliglotyzm
poliglotyczny	poliglota
żylakowy	żylak
spinorowy	spinor
asamblowy	asambl
łężny	łęg
łężny	łęg
demaskacyjny	demaskacja
adypinowy	kwas adypinowy
barotropowy	barotropia
fitynowy	fityna
fornirowy	fornir
fornierowy	fornier
płużny	pług
klechdowy	klechda
płużny	pług
tabunowy	tabun
ludowodemokratyczny	demokracja ludowa
pilastrowy	pilaster
izostatyczny	izostazja
carogrodzki	Carogród
goczałkowicki	Goczałkowice-Zdrój
przysięgowy	przysięga
serwetkowy	serwetka
serwetkowy	serwetka
pargaminowy	pargamin
pargaminowy	pargamin
sztyftowy	sztyft
tykwowy	tykwa
jedynkowy	jedynka
taumaturgiczny	taumaturgia
zrywkowy	zrywka
ekspertowy	ekspert
mechanizmowy	mechanizm
korporancki	korporant
byczkowy	byczki
kosmówkowy	kosmówka
grylażowy	grylaż
milenarystyczny	milenaryzm
mocznicowy	mocznica
turnusowy	turnus
rękodzielny	rękodzieło
ślizgawkowy	ślizgawka
wypowiedzeniowy	wypowiedzenie
pilchowicki	Pilchowice
pilchowicki	Pilchowice
hydroterapeutyczny	hydroterapia
nukleoniczny	nukleon
bachowy	Bachus
nukleoniczny	nukleonika
bagrowy	bagier
łagierny	łagier
ambulansowy	ambulans
akademikowy	akademik
bidetowy	bidet
umywalkowy	umywalka
bigosowy	bigos
prześcieradłowy	prześcieradło
bułatowy	bułat
gzymsowy	gzyms
stadowy	stado
stadny	stado
jazz-rockowy	jazz-rock
złocieniecki	Złocieniec
bulimiczny	bulimia
bochenkowy	bochenek
bilingowy	billing
kuszetkowy	kuszetka
abuliczny	abulia
lirny	lira
aniołowy	anioł
Achillesowy	Achilles
nicielnicowy	nicielnica
aneroidowy	aneroid
plakatowy	plakatówka
Fidiaszowy	Fidiasz
fugowy	fuga
efemerydalny	efemerydy
fugowy	fuga
fałowy	fał
fugowy	fuga
buntowny	buntownik
buntowny	bunt
całuśny	całowanie
rajgrasowy	rajgras
chatny	chata
chilloutowy	chillout
chilloutowy	chillout
hipertroficzny	hipertrofia
befsztykowy	befsztyk
galaretkowy	galaretka
psychologiczny	psychologia
mysłakowicki	Mysłakowice
notatkowy	notatka
rydzowy	rydz
posłuchalny	posłuchanie
wybierkowy	wybierka
wybrzeżny	wybrzeże
kriukowy	kriuki
depolaryzacyjny	depolaryzacja
hałdowy	hałda
krzesłowy	krzesło
ksantynowy	ksantyna
biegowy	bieg
kuligowy	kulig
kulisowy	kulisa
kulisowy	kulisa
chwastowy	chwast
ciężkowodny	ciężka woda
kulturny	kultura
kurantowy	kurant
kurantowy	kurant
kurantowy	kurant
kurierowy	kurier
kurierowy	kurier
kurierowy	kurier
konwektorowy	konwektor
kurzeniowy	kurzeń
kurzeniowy	kurzeń
kuzienny	kuźnia
kwadraturowy	kwadratura
kwadraturowy	kwadratura
hortensjowy	hortensja
katorżny	katorga
iksowy	iks
igrekowy	igrek
imienniczy	imiennictwo
imienniczy	imiennictwo
instytucyjny	instytucja
kwiatkowy	kwiatek
kwiatkowy	kwiatek
rozprzowy	rozprza
katorżniczy	katorżnik
laktozowy	laktoza
katorżniczy	katorga
dialektowy	dialekt
laptopowy	laptop
najazdowy	najazd
katorżny	katorżnik
lazaretowy	lazaret
konsygnacyjny	konsygnacja
lukowy	luk
lukowy	luk
osypiskowy	osypisko
osypiskowy	osypisko
motywiczny	motyw
motywiczny	motywika
fotelowy	fotel
mrowiskowy	mrowisko
gazdowy	gazda
filharmonijny	filharmonia
filharmonijny	filharmonia
dziewuszy	dziewucha
szetlandzki	Szetlandy
traseologiczny	traseologia
fartuszkowy	fartuszek
felietonistyczny	felietonistyka
felietonistyczny	felietonistyka
ciociny	ciocia
ciuchowy	ciuch
flogistonowy	flogiston
monetowy	moneta
jagodny	jagoda
jąderkowy	jąderko
jajkowy	jajko
jarząbkowy	jarząbek
naszyjnikowy	naszyjnik
nonowy	nona
disiarczkowy	disiarczek
motyli	motyl
drewny	drewno
foluszniczy	folusznik
foluszniczy	folusznictwo
fontannowy	fontanna
dwunastkowy	dwunastka
mulny	muł
mulny	muł
muminkowy	muminek
formułowy	Formuła 1
muszelkowy	muszelka
pytlowy	pytel
muszelkowy	muszelka
kajmakowy	kajmak
kalamburowy	kalambur
formatowy	format
formatowy	format
formatowy	format
dolinkowy	dolinka
dźwignicowy	dźwignica
dzwonniczy	dzwonnica
endotoksyczny	endotoksyna
enolowy	enol
epejrogeniczny	epejrogeneza
nitkowy	nitka
epitaksjalny	epitaksja
kalamburowy	kalambur
kaloryferowy	kaloryfer
kambuzowy	kambuz
rzęsowy	rzęsa
rzęsowy	rzęsa
sajdaczny	sajdak
sahajdaczny	sahajdak
sakowy	sak
fowistyczny	fowizm
linotypowy	linotyp
lirowy	Lira
lirowy	lira
lodówkowy	lodówka
lutealny	luteina
łabędziowy	łabędź
łóżeczkowy	łóżeczko
leukocytowy	leukocyt
białokrwinkowy	biała krwinka
filtrowy	filtr
boczkowy	boczek
senesowy	senes
serdelkowy	serdelek
siepaczy	siepacz
sikawkowy	sikawka
skansenowy	skansen
omanowy	oman
maczkowy	maczek
maczkowy	Maczek
Maczkowy	Maczek
maczkowy	Mac
maczkowy	MAC
orkanowy	orkan
madowy	mada
magdalenkowy	rozmowy w Magdalence
magdalenkowy	Magdalenka
gadżetowy	gadżet
ornitynowy	ornityna
magdalenkowy	magdalenka
ołówkowy	ołówek
majeutyczny	majeutyka
Majkowy	Majka
Maciejowy	Maciej
maciejowy	Maciej
paczkowy	paczka
czapkowy	czapka
performatywny	performance
czeladni	czeladź
czerwonkowy	czerwonka
czworaczny	czworak
grungowy	grunge
grunge'owy	grunge
skarbnikowy	skarbnik
skarbnikowy	skarbnik
skopowy	skop
skrętowy	skręt
skrętowy	skręt
skrętowy	skręt
skrętowy	skręt
czynowniczy	czynownik
daktylograficzny	daktylografia
datowy	data
defekacyjny	defekacja
słomowy	słoma
defekacyjny	defekacja
słowikowy	słowik
etnobotaniczny	etnobotanika
omłotowy	omłot
nasadzeniowy	nasadzenie
nastawniczy	nastawnia
makrofotograficzny	makrofotografia
malonowy	kwas malonowy
Marcinkowy	Marcinek
marcinkowy	Marcinek
marcinkowy	marcinek
pelikanowy	pelikan
margarynowy	margaryna
maściowy	maść
maślankowy	maślanka
perlakowy	perlak
mazurkowy	mazurek
nerczycowy	nerczyca
perzowy	perz
mazurkowy	mazurek
głazowy	głaz
toaletowy	toaleta
tualetowy	tualeta
wiesiołkowy	wiesiołek
winogradowy	winograd
wodospadowy	wodospad
pankowy	punk
pankowy	pank
perytektyczny	perytektyka
mecenasowy	mecenas
męczeński	męczeństwo
męczeński	męczennik
kawernowy	kawerna
męczenny	męczeństwo
męczenny	męczennik
meczetowy	meczet
parafreniczny	parafrenia
wózkowy	wózek
paragrafowy	paragraf
paragrafowy	paragraf
wpółsenny	półsen
metafosforowy	kwas metafosforowy
miareczkowy	miareczkowanie
miasteniczny	miastenia
micelarny	micela
midasowy	Midas
Midasowy	Midas
ministrowy	minister
żarówkowy	żarówka
kiełkowy	kiełek
kiszkowy	kiszka
kiszkowy	kiszka
zarysowy	zarys
szkicowy	szkic
wybiegowy	wybieg
wybiegowy	wybieg
wyparkowy	wyparka
zawiślany	Wisła
występowy	występ
występowy	występ
zacierkowy	zacierka
zacierkowy	zacierka
niciany	nić
noszowy	nosze
klejnotowy	klejnot
nudystyczny	nudysta
nudystyczny	nudyzm
konceptualistyczny	konceptualizm
konceptualistyczny	konceptualizm
naturystyczny	naturyzm
konidialny	konidium
obchodowy	obchody
konikowy	konik
obchodowy	obchód
konikowy	konik
oblacyjny	oblacja
kontraltowy	kontralt
obliczny	oblicze
zagajnikowy	zagajnik
obrządkowy	obrządek
młodnikowy	młodnik
młodniakowy	młodniak
obrządkowy	obrządek
obrządkowy	obrządek
obrzędowy	obrzęd
zakazowy	zakaz
zapisowy	zapis
śmigusowy	śmigus
kopcowy	kopiec
kopcowy	kopiec
odrowy	odra
majkowy	Majka
kopcowy	Kopiec Piłsudskiego
kopiejkowy	kopiejka
kopytkowy	kopytka
miotełkowy	miotełka
koziołkowy	Koziołek Matołek
retorsyjny	retorsja
miłośny	miłość
michigański	Michigan
flaubertowski	Flaubert
pałąkowy	pałąk
gastrofazowy	gastrofaza
zgrzebłowy	zgrzebło
świątkowy	świątek
świątkowy	świątek
sztygarowy	sztygar
szwagrowy	szwagier
ciepłowodny	ciepłowód
szynszylowy	szynszyla
tabakowy	tabaka
korowodowy	korowód
kołchoźny	kołchoz
kołkowy	kołek
młynkowy	młynek
nowokainowy	nowokaina
oliwinowy	oliwin
pączkowy	pączek
siodełkowy	siodełko
bordoski	Bordeaux
batowy	bat
ambasadorowy	ambasador
aparatowy	aparat
aparatowy	aparat
pijaczy	pijak
dżetowy	dżet
dżetowy	dżet
frywolitkowy	frywolitka
zastojowy	zastój
zastojowy	zastój
żołdowy	żołd
żurnalistyczny	żurnalistyka
żurnalistyczny	żurnalista
arrasowy	arras
arsenałowy	Rajd Arsenał
arsenałowy	Galeria Arsenał
arsenałowy	Arsenał Wrocławski
arsenałowy	Arsenał
ancylusowy	Jezioro Ancylusowe
quebecki	Québec
młynowy	młyn
młynowy	młyn
pirogowy	piroga
bielowy	biel
bigbeatowy	big-beat
puchlinowy	puchlina brzuszna
punkcyjny	punkcja
zwrotnicowy	zwrotnica
zwrotnicowy	Zwrotnica
Peiperowski	Tadeusz Peiper
Peiperowski	Peiper
zwrotniczy	zwrotnica
żytny	żyto
kapslowy	kapsel
żyłkowy	żyłka
eklektyczny	eklektyzm
eklektyczny	eklektyzm
gnilny	gnicie
iluzjonistyczny	iluzjonizm
instancyjny	instancja
miesięczny	miesiąc
miesięczny	miesiączkowanie
miesięczny	miesiączka
miesięczny	miesiąc
purymowy	Purym
purymowy	Purim
pustelny	pustelnia
puszczowy	puszcza
majolikowy	majolika
majolikowy	majolika
rąbkowy	rąbek rogówki
rąbkowy	rąbek
radiofotograficzny	radiofotografia
ręcznikowy	ręcznik
refrenowy	refren
pisankowy	pisanka
refrenowy	refren
piwniczy	piwnica
Plastusiowy	Plastuś
próbówkowy	próbówka
tarczowy	gruczoł tarczowy
tarczowy	tarcza
regałowy	regał
regałowy	reggae
rekuperacyjny	rekuperacja
rekwizytowy	rekwizyt
remanentowy	remanent
remizowy	remiza
tapetowy	tapeta
remizowy	remiza
repasażowy	repasaż
tapetowy	tapeta
repetycyjny	repetycja
tarkowy	tarka
tarkowy	tarka
repetycyjny	repetycja
tatusiny	tatuś
repetytywny	repetycja
turniejowy	turniej
teleturniejowy	teleturniej
telewizorowy	telewizor
parkometrowy	parkometr
pamiętniczy	pamiętnik
perlityczny	perlit
trzciniecki	kultura trzciniecka
wierzchowinowy	wierzchowina
wisztyniecki	Wisztyniec
zastrzykowy	zastrzyk
rondowy	rondo
rondowy	rondo
rondowy	rondo
rondowy	rondo
rosowe	rosa
tetrameryczny	tetramer
rotny	rota
toastowy	toast
ulowy	ul
adapterowy	adapter
domicylowy	domicyl
dyferencyjny	dyferencja
aromaterapeutyczny	aromaterapia
balustradowy	balustrada
czółenkowy	czółenko
szalkowy	szalka
trześniowy	trześnia
szatny	szata
twistowy	twist
twistowy	twist
rozmnożeniowy	materiał rozmnożeniowy
defektologiczny	defektologia
kranowy	kran
martwicowy	martwica
martwicowy	martwica
unistyczny	unizm
uposażeniowy	uposażenie
usypiskowy	usypisko
kamieniskowy	kamienisko
usypiskowy	usypisko
rumowiskowy	rumowisko
serbskochorwacki	serbskochorwacki
walorowy	walor
walorowy	walor
wariantywny	wariantywność
żarecki	Żarki
łaźniowy	Teatr Łaźnia Nowa
łaźniowy	Łaźnia Nowa
łaźniowy	łaźnia
ćpuński	ćpun
ćpuński	ćpunka
czeskocieszyński	Czeski Cieszyn
czortowski	czort
dandysowski	dandys
dębowiecki	Dębowiec
annopolski	Annopol
annopolski	Annopol
stadniczy	stadnik
maglemoski	kultura maglemoska
magnitogorski	Magnitogorsk
majorski	major
majorski	major
majowski	Majowie
majański	Maj
majowski	Maj
makaroniarski	makaron
makaroniarski	makaroniarz
malechowski	Malechowo
malechowski	Malechowo
manowski	MAN SE
manowski	Manowo
marański	maran
marrański	marran
margoniński	Margonin
maroński	Maronowie
maroński	Maroni
akermański	Akerman
marylandzki	Maryland
allenowski	Allen
marysiński	Marysin Wawerski
marysiński	Marysin
małkiński	Małkinia Górna
małowiejski	Mała Wieś
małowiejski	Mała Wieś
małowiejski	Mała Wieś
rozwodny	rozwód
rozwozowy	rozwóz
florystyczny	flora
ergonomiczny	ergonomia
archaiczny	archaik
rzemieślniczy	rzemiosło
kumpelski	kumpel
bitcoinowy	bitcoin
skrzepowy	skrzep
starokawalerski	stary kawaler
materialistyczny	materializm
tetracyklinowy	tetracyklina
próżniowy	próżnia
staropanieński	stara panna
stochastyczny	stochastyka
taonowy	taon
glicerolowy	glicerol
instruktażowy	instruktaż
wartościowy	wartość
azylski	kultura azylska
figuracyjny	figuracja
faryzeuszowski	faryzeusz
faryzejski	faryzeusz
frontowy	front
frontowy	front
dietetyczny	dietetyka
transpozycyjny	transpozycja
neurodegeneracyjny	neurodegeneracja
