akademik	dom akademicki
puszczenie	puszczanie
odpalenie	odpalanie
zapuszczenie	zapuszczanie
odkręcenie kurka	odkręcanie kurka
odkręcenie wody	odkręcanie wody
zaświecenie	zaświecanie
zapalenie	palenie
zapalenie	zapalanie
zapalenie	zapalanie
włączenie	włączanie
pocięcie	cięcie
poharatanie	haratanie
pokiereszowanie	pokiereszowanie się
pokiereszowanie	kiereszowanie
skopanie	kopanie
wybicie	bicie
spałowanie	pałowanie
zbutowanie	butowanie
wlanie	lanie
skatowanie	katowanie
zmaltretowanie	maltretowanie
pobicie	bicie
zbicie	bicie
stłuczenie	tłuczenie
zlanie	lanie
spranie	pranie
zmasakrowanie	masakrowanie
ubiczowanie	biczowanie
wysmaganie	smaganie
wychłostanie	chłostanie
potłuczenie	tłuczenie
nalanie	nalewanie
nalanie	lanie
nabicie	bicie
danie wycisku	dawanie wycisku
sprowadzenie	sprowadzanie
wybicie	wybijanie
wytrącenie	wytrącanie
spełźnięcie	spełzanie
uruchomienie	uruchomianie
uruchomienie	uruchamianie
ubezpieczenie się	ubezpieczenie
ubezpieczenie się	ubezpieczanie się
uznanie	uznawanie
odblokowanie	odblokowywanie
zidentyfikowanie się	identyfikowanie się
przekonanie się	przekonywanie się
odprężenie	odprężanie
zrelaksowanie	relaksowanie
wyluzowanie	wyluzowywanie
rozluźnienie	rozluźnianie
kupienie	kupowanie
zejście	schodzenie
zejście	schodzenie
zstąpienie	zstępowanie
odbicie	odbijanie
zaaprobowanie	aprobowanie
przyjęcie	przyjmowanie
wzięcie	branie
zaokrętowanie	okrętowanie
zamustrowanie	mustrowanie
zawikłanie	wikłanie
wpakowanie	pakowanie
wkopanie	wkopanie się
wkopanie	wkopywanie
włączenie	włączanie
zwerbowanie	werbowanie
wciągnięcie	wciąganie
zatrudnienie	zatrudnianie
zaangażowanie	angażowanie
zgodzenie	zgadzanie
zamieszanie	mieszanie
wmieszanie	mieszanie
wrysowanie	wrysowywanie
przekopiowanie	przekopiowywanie
zapisanie	zapisywanie
wpisanie	wpisywanie
zgłoszenie	zgłaszanie
wbudowanie	wbudowywanie
zanotowanie	notowanie
odnotowanie	odnotowywanie
uruchomienie	uruchomianie
uruchomienie	uruchamianie
wymeldowanie	wymeldowywanie
skatalogowanie	katalogowanie
inkorporowanie	inkorporowanie
wplecenie	wplatanie
wklejenie	wklejanie
włączenie	włączanie
wcielenie	wcielanie
przyłączenie	przyłączanie
zarejestrowanie	zarejestrowanie się
zarejestrowanie	rejestrowanie
wgranie	wgrywanie
wkomponowanie	wkomponowywanie
wchłonięcie	wchłanianie
wciągnięcie	wciąganie
wpisanie	wpisywanie
wprowadzenie	wprowadzanie
zaksięgowanie	księgowanie
puszczenie	puszczanie
odbiegnięcie	odbieganie
zamknięcie buzi na kłódkę	zamykanie buzi na kłódkę
odsunięcie	odsuwanie
wyłączenie się	wyłączanie się
odcięcie się	odcinanie się
odżegnanie się	odżegnywanie się
odstawienie	odstawianie
porzucenie	porzucanie
zamknięcie gęby na kłódkę	zamykanie gęby na kłódkę
zamknięcie mordy na kłódkę	zamykanie mordy na kłódkę
zajechanie	jechanie
zajechanie	zajeżdżanie
zamilknięcie	milknięcie
wylądowanie	lądowanie
odpłynięcie	odpływanie
rozstanie się	rozstawanie się
stanięcie	stawanie
zatrzymanie się	zatrzymywanie się
zerwanie	zrywanie
wyłączenie się	wyłączanie się
przystanięcie	przystawanie
siądnięcie	siadanie
zawieszenie głosu	zawieszanie głosu
przytkanie się	przytykanie się
wyłączenie się	wyłączanie się
wyłączenie	wyłączanie
urwanie	urywanie
zamilknięcie	milknięcie
umilknięcie	milknięcie
wstanie	wstawanie
przestanie	przestawanie
zaprzestanie	zaprzestawanie
zamknięcie się	zamykanie się
stulenie się	stulanie się
przymknięcie się	przymykanie się
ustąpienie	ustępowanie
zahamowanie	hamowanie
zboczenie	zbaczanie
zjechanie	zjeżdżanie
zejście	schodzenie
osadzenie się	osadzenie
osadzenie się	osadzanie się
odejście	odchodzenie
odejście	odchodzenie
nabranie wody w gębę	nabieranie wody w gębę
nabranie wody do gęby	nabieranie wody do gęby
rozminięcie się	rozmijanie się
minięcie się	mijanie się
zadryfowanie	dryfowanie
rozejście się	rozchodzenie się
zerwanie	zrywanie
nabranie wody w usta	nabieranie wody w usta
zapomnienie	zapominanie
pożegnanie się	żegnanie się
wycofanie się	wycofywanie się
przepuszczenie	przepuszczanie
zdezerterowanie	dezerterowanie
odżegnanie się	odżegnywanie się
rozstanie się	rozstawanie się
danie sobie spokoju	dawanie sobie spokoju
podarowanie sobie	darowanie sobie
machnięcie ręką	machanie ręką
odpuszczenie sobie	odpuszczanie sobie
cofnięcie się rakiem	cofanie się rakiem
puszczenie płazem	puszczanie płazem
popuszczenie	popuszczanie
położenie krzyżyka	kładzenie krzyżyka
zrezygnowanie	rezygnowanie
odejście	odchodzenie
zarzucenie	zarzucanie
zwinięcie żagli	zwijanie żagli
zwinięcie chorągiewki	zwijanie chorągiewki
położenie lachy	kładzenie lachy
zwolnienie się	zwalnianie się
darowanie	darowywanie
spisanie ... na straty	spisywanie ... na straty
oszczędzenie	oszczędzanie
zakończenie	zakańczanie
zakończenie	zakończanie
wyspanie się	wysypianie się
dospanie	dosypianie
doszycie	doszywanie
przeterminowanie	terminowanie
zremisowanie	remisowanie
wrócenie	wracanie
dogranie	dogrywanie
dogranie	granie
zejście się	schodzenie się
zamknięcie	zamykanie
dopięcie	dopinanie
wyleżenie się	wylegiwanie się
odespanie	odsypianie
odsłużenie	odsługiwanie
doczytanie	doczytywanie
odpoczęcie	odpoczywanie
odsapnięcie	odsapywanie
wypoczęcie	wypoczywanie
odetchnięcie	oddychanie
zażycie odpoczynku	zażywanie odpoczynku
dopalenie	dopalanie
dobudowanie	dobudowywanie
doładowanie	doładowywanie
wylicytowanie	licytowanie
dodrukowanie	dodrukowywanie
dodrukowanie	drukowanie
rozgrzanie się	rozgrzewanie się
spauzowanie	pauzowanie
ukończenie	kończenie
skończenie	kończenie
dostrojenie	dostrajanie
uwieńczenie	wieńczenie
wyjście	wychodzenie
odprężenie się	odprężanie się
odetchnięcie	oddychanie
rozluźnienie się	rozluźnianie się
zrelaksowanie się	relaksowanie się
rozprężenie się	rozprężanie się
wyluzowanie się	wyluzowywanie się
odpoczęcie	odpoczywanie
dopowiedzenie	dopowiadanie
skończenie	kończenie
sfinalizowanie	finalizowanie
położenie kresu	kładzenie kresu
dokonanie	dokonywanie
domalowanie	domalowywanie
zapobieżenie	zapobieganie
zapobiegnięcie	zapobieganie
zażegnanie	zażegnywanie
zaradzenie	zaradzanie
nawinięcie się	nawijanie się
podniesienie	podnoszenie
zabranie się	zabieranie się
wzięcie się	branie się
załkanie	łkanie
zaczęcie	zaczynanie
chlipnięcie	chlipanie
zadzierzgnięcie	zadzierzgiwanie
zadzierzgnięcie	zadzierzganie
otworzenie	otwieranie
zawtórowanie	wtórowanie
przejście	przechodzenie
zaintonowanie	intonowanie
ruszenie	ruszanie
zaszlochanie	szlochanie
kupienie	kupowanie
wdrożenie	wdrażanie
zagranie	zagrywanie
wzięcie na hol	branie na hol
zaprzyjaźnienie się	zaprzyjaźnianie się
zaprzyjaźnienie się	przyjaźnienie się
zrobienie pierwszego kroku	robienie pierwszego kroku
zapoczątkowanie	zapoczątkowywanie
danie początku	dawanie początku
uwierzenie	wierzenie
danie wiary	dawanie wiary
zagajenie	zagajanie
wejście	wchodzenie
wzięcie	branie
nawiązanie	nawiązywanie
zawiązanie	zawiązywanie
rozgadanie się	rozgadywanie się
wprowadzenie	wprowadzanie
rozśpiewanie się	rozśpiewywanie się
zapłakanie	płakanie
zadebiutowanie	debiutowanie
zastartowanie	startowanie
wstąpienie w ślady	wstępowanie w ślady
wystartowanie	startowanie
zabuczenie	buczenie
zabeczenie	beczenie
zakolegowanie się	kolegowanie się
zakumplowanie się	kumplowanie się
zaczęcie	zaczynanie
rozpoczęcie	rozpoczynanie
zainicjowanie	inicjowanie
wszczęcie	wszczynanie
poczęcie	poczynanie
uruchomienie	uruchomianie
uruchomienie	uruchamianie
wystąpienie	występowanie
zbratanie się	bratanie się
wystartowanie	startowanie
napoczęcie	napoczynanie
naruszenie	naruszanie
ruszenie	ruszanie
ostrzelanie	ostrzeliwanie
walnięcie	walenie
zbombardowanie	bombardowanie
zaczepienie	zaczepianie
ucięcie	cięcie
odróżnienie	odróżnianie
odkupienie	odkupywanie
starcie się	ścieranie się
zaatakowanie	atakowanie
natarcie	nacieranie
najechanie	najeżdżanie
uderzenie	uderzanie
naparcie	napieranie
odzyskanie	odzyskiwanie
przespanie	przesypianie
wykupienie	wykupywanie
przeczekanie	przeczekiwanie
rozciągnięcie się	rozciąganie się
wyróżnienie	wyróżnienie się
wyróżnienie	wyróżnianie
przeczesanie	przeczesywanie
nastąpienie	następowanie
uczesanie	uczesanie się
uczesanie	czesanie
utrzymanie	utrzymywanie
wyszczotkowanie	szczotkowanie
rypnięcie	rypanie
zmęczenie	męczenie
danie	dawanie
wejście	wchodzenie
zaczęcie	zaczynanie
zadarcie	zadzieranie
zaczekanie	czekanie
wyprzedzenie	wyprzedzanie
uprzedzenie	uprzedzanie
ubiegnięcie	ubieganie
ubiegnięcie	ubieganie
wytłuszczenie	wytłuszczanie
pogrubienie	pogrubianie
zwieńczenie	wieńczenie
przeoczenie	przeoczanie
obwieszczenie	obwieszczanie
zakończenie	zakańczanie
zakończenie	zakończanie
zakończenie	kończenie
przepuszczenie	przepuszczanie
dowiedzenie	dowodzenie
zaświadczenie	zaświadczanie
zaświadczenie	świadczenie
przespanie	przesypianie
przegapienie	przegapianie
zamknięcie	zamykanie
wytrawienie	trawienie
naświetlenie	naświetlanie
napromieniowanie	napromieniowywanie
napromienienie	napromienianie
orzeźwienie	orzeźwianie
odświeżenie	odświeżanie
przewietrzenie	przewietrzanie
wywietrzenie	wietrzenie
oddziałanie	oddziaływanie
zadziałanie	działanie
podziałanie	działanie
przepuszczenie	przepuszczanie
przetrawienie	przetrawianie
zaatakowanie	atakowanie
zaatakowanie	atakowanie
sparowanie	parowanie
zaważenie	zaważanie
naelektryzowanie	elektryzowanie
potraktowanie	traktowanie
poddanie	poddawanie
spieprzenie się	spieprzanie się
spierdzielenie się	spierdzielanie się
gruchnięcie się	gruchnięcie
sypnięcie się	sypanie się
zsypanie się	zsypywanie się
zlecenie	zlatywanie
zwalenie się	walenie się
zwalenie się	zwalanie się
sfrunięcie	sfruwanie
spadnięcie	spadanie
upadnięcie	upadanie
grzmotnięcie się	grzmotnięcie
przysypanie	przysypywanie
przypadnięcie	przypadanie
rozsypanie się	rozsypywanie się
gruchnięcie	gruchnięcie się
grzmotnięcie	grzmotnięcie się
sypnięcie	sypanie
przekłucie	przekłuwanie
przerwanie	przerywanie
przedziurawienie	przedziurawianie
zakłucie	zakłucie się
przeszycie	przeszywanie
przewiercenie	przewiercanie
prześwidrowanie	prześwidrowywanie
prześwidrowanie	świdrowanie
dziobnięcie	dziobanie
dzióbnięcie	dzióbanie
nakłucie	nakłuwanie
nakłucie	nakłuwanie
ukłucie	ukłucie się
ukłucie	kłucie
dźgnięcie	dźganie
przebicie	przebijanie
przestrzelenie	przestrzeliwanie
wybicie	wybijanie
wybicie	bicie
wybicie	bicie
pokiereszowanie	kiereszowanie
odtrącenie	odtrącanie
rozregulowanie	rozregulowywanie
rozstrojenie	rozstrajanie
poderwanie	podrywanie
popalenie	palenie
pokancerowanie	kancerowanie
sparzenie	parzenie
podgryzienie	podgryzanie
podjedzenie	podjadanie
podżarcie	podżeranie
uszkodzenie	uszkadzanie
utrącenie	utrącanie
utrącenie	trącenie
zadrapanie	zadrapywanie
zadrapnięcie	zadrapywanie
rozgotowanie	rozgotowywanie
obicie	obijanie
obtłuczenie	obtłukiwanie
wyszczerbienie	wyszczerbianie
wyszczerbienie	szczerbienie
zjebanie	zjebanie się
spieprzenie	spieprzenie się
spierdolenie	spierdolenie się
schrzanienie	schrzanienie się
okaleczenie	okaleczanie
oberwanie	obrywanie
zarysowanie	zarysowywanie
rozjeżdżenie	rozjeżdżanie
zepsucie	psucie
popsucie	psucie
utłuczenie	utłukiwanie
utłuczenie	tłuczenie
przepalenie	przepalanie
rozklejenie	rozklejanie
spalenie	palenie
wstrząśnięcie	wstrząsanie
zatarcie	zacieranie
nadszarpnięcie	nadszarpywanie
nadszarpanie	nadszarpywanie
zadarcie	zadzieranie
naddarcie	naddzieranie
naruszenie	naruszanie
przecieknięcie	przeciekanie
obruszenie	obruszanie
odbicie	odbijanie
utknięcie	utykanie
uwięźnięcie	więźnięcie
ugrzęźnięcie	grzęźnięcie
przepuszczenie	przepuszczanie
zawirowanie	wirowanie
opierzenie	opierzanie
przemoknięcie	przemakanie
przemoczenie się	przemaczanie się
pocięcie	pocięcie się
pocięcie	cięcie
ściągnięcie	ściąganie
ściągnięcie	ciągnięcie
porwanie	porywanie
zaniesienie	niesienie
zaniesienie	zanoszenie
zawianie	zawiewanie
rozsianie	rozsiewanie
powianie	powiewanie
przeniesienie	niesienie
przeniesienie	przenoszenie
uniesienie	unoszenie
uniesienie	niesienie
przyniesienie	przynoszenie
przyniesienie	niesienie
zniesienie	znoszenie
zniesienie	niesienie
nawianie	nawiewanie
przegonienie	przeganianie
przemieszczenie	przemieszczanie
nawianie	nawiewanie
zapylenie	zapylanie
zapylenie	pylenie
wywianie	wywiewanie
wyplucie	wypluwanie
rozpędzenie	rozpędzanie
wwianie	wwiewanie
podniesienie	podnoszenie
podniesienie	niesienie
wzniesienie	wznoszenie
wzniesienie	niesienie
wyniesienie	niesienie
wyniesienie	wynoszenie
naniesienie	niesienie
naniesienie	nanoszenie
poderwanie	podrywanie
poruszenie	poruszanie
rzucenie	rzucanie
ścięcie	ścinanie
roziskrzenie	roziskrzanie
wybrzuszenie	wybrzuszanie
opłynięcie	płynięcie
opłynięcie	opływanie
owianie	owiewanie
wysuszenie	wysuszanie
wyprażenie	wyprażanie
odbicie	odbijanie
zmrożenie	mrożenie
zrehabilitowanie się	rehabilitowanie się
zajeżdżenie	zajeżdżanie
przeziębienie	przeziębianie
zaziębienie	zaziębianie
przechłodzenie	przechładzanie
zamartwienie się	zamartwianie się
zamartwienie się	zamartwienie się
zagryzienie się	gryzienie się
zmrożenie	mrożenie
przewianie	przewiewanie
zemdlenie	mdlenie
gryzienie się	zagryzienie się
zamartwianie się	zamartwienie się
troskanie się	zatroskanie się
frasowanie się	zafrasowanie się
martwienie się	zmartwienie się
turbowanie się	turbowanie
zadręczenie się	zadręczanie się
wyleczenie się	leczenie się
wykurowanie się	kurowanie się
opanowanie	opanowywanie
wypełnienie	wypełnianie
przepełnienie	przepełnianie
uniesienie	unoszenie
uniesienie	niesienie
przeniknięcie	przenikanie
udzielenie się	udzielanie się
wezbranie	wzbieranie
strzyknięcie	strzykanie
łupnięcie	łupanie
przyprawienie	przyprawianie
zmącenie	mącenie
nadanie	nadawanie
zaciążenie	ciążenie
skrzywdzenie	krzywdzenie
rozjarzenie	rozjarzanie
wydobycie	wydobywanie
uwydatnienie	uwydatnianie
zaznaczenie	zaznaczanie
rozsadzenie	rozsadzanie
pochłonięcie	pochłanianie
zapowiedzenie	zapowiadanie
obiecanie	obiecywanie
odpalanie	odpalenie
spotkanie	spotykanie
napotkanie	napotykanie
natrafienie	natrafianie
natrafienie	trafienie
trafienie	trafianie
trafienie	natrafienie
uwstecznienie się	uwstecznianie się
przetrawienie	przetrawianie
wchłonięcie	wchłanianie
wrócenie	wracanie
powrócenie	powracanie
popadnięcie	popadanie
cofnięcie się	cofanie się
otarcie się	ocieranie się
nacięcie się	nacinanie się
nadzianie się	nadziewanie się
wejście	wchodzenie
wlezienie	włażenie
władowanie się	władowywanie się
wpadnięcie	wpadanie
znalezienie się	znajdowanie się
ożywienie	ożywianie
ubłaganie	ubłagiwanie
ubłaganie	błaganie
przebłaganie	przebłagiwanie
przebłaganie	błaganie
wzbudzenie uczuć pozytywnych	wzbudzanie uczuć pozytywnych
napojenie	pojenie
obsłużenie	obsługiwanie
zniewolenie	zniewalanie
zmiękczenie	miękczenie
zmiękczenie	zmiękczanie
rozkochanie	rozkochiwanie
rozkochanie	kochanie
wystarczenie	wystarczanie
zaimponowanie	imponowanie
rozczytanie	rozczytywanie
oszołomienie	oszołamianie
odurzenie	odurzanie
ogłuszenie	ogłuszanie
porażenie	porażanie
zdobycie przychylności	zdobywanie przychylności
zjednanie	zjednywanie
zaspokojenie	zaspokojenie się
zaspokojenie	zaspokajanie
nasycenie	nasycenie się
nasycenie	sycenie
nasycenie	nasycanie
ujęcie	ujmowanie
podbicie	podbijanie
zjednanie	zjednywanie
zawojowanie	zawojowywanie
spodobanie się	podobanie się
przypadnięcie do gustu	przypadanie do gustu
zadowolenie	zadowolenie się
zadowolenie	zadowalanie
dogodzenie	dogadzanie
usatysfakcjonowanie	usatysfakcjonowanie się
usatysfakcjonowanie	satysfakcjonowanie
rozmiłowanie	rozmiłowywanie
rozmiłowanie	miłowanie
ukontentowanie	kontentowanie
zaskarbienie	zaskarbianie
zahipnotyzowanie	hipnotyzowanie
rozkrochmalenie	rozkrochmalanie
zaspokojenie się	zaspokojenie
nasycenie się	nasycenie
pokrycie	pokrywanie
rozklejenie	rozklejanie
poderwanie	podrywanie
uszczęśliwienie	uszczęśliwianie
wzruszenie	wzruszanie
rozczulenie	rozczulanie
rozrzewnienie	rozrzewnianie
zachwycenie	zachwycanie
oczarowanie	oczarowywanie
oczarowanie	czarowanie
zafascynowanie	fascynowanie
olśnienie	olśniewanie
urzeknięcie	urzekanie
oczarowanie	oczarowywanie
zadowolenie się	zadowolenie
usatysfakcjonowanie się	usatysfakcjonowanie
zatkanie dziur	zatykanie dziur
zapchanie dziur	zapychanie dziur
wyrwanie	wyrywanie
wyrwanie	rwanie
zarwanie	zarywanie
nasycenie	nasycanie
nasycenie	sycenie
skuszenie	kuszenie
przywabienie	przywabianie
znęcenie	znęcanie
znęcenie	nęcenie
zwabienie	zwabianie
zwabienie	wabienie
przynęcenie	przynęcanie
uderzenie	uderzanie
wlanie	wlewanie
zażycie	zażywanie
przyciągnięcie	przyciąganie
zaskoczenie	zaskakiwanie
zdziwienie	dziwienie
zadziwienie	zadziwianie
zdumienie	zdumiewanie
nasunięcie	nasuwanie
podrażnienie	podrażnianie
porwanie	porywanie
napełnienie	napełnianie
rozemocjonowanie	emocjonowanie
podekscytowanie	ekscytowanie
zemocjonowanie	emocjonowanie
podniecenie	podniecanie
zelektryzowanie	elektryzowanie
przygonienie	przyganianie
przygnanie	przyganianie
danie do myślenia	dawanie do myślenia
rozpalenie	rozpalanie
rozpłomienienie	rozpłomienianie
poruszenie	poruszanie
ruszenie	ruszanie
przejęcie	przejmowanie
wstrząśnięcie	wstrząsanie
zatrzęsienie	trzęsienie
zainteresowanie	interesowanie
zaciekawienie	zaciekawianie
zaciekawienie	ciekawienie
zafrapowanie	frapowanie
zajęcie	zajmowanie
nakręcenie	nakręcanie
zauważenie	zauważanie
zaintrygowanie	intrygowanie
pochłonięcie	pochłanianie
zaabsorbowanie	absorbowanie
zaprzątnięcie	zaprzątywanie
zaprzątnięcie	zaprzątanie
połechtanie	łechtanie
połaskotanie	łaskotanie
pogłaskanie	głaskanie
uczulenie	uczulanie
uwrażliwienie	uwrażliwianie
wyczulenie	wyczulanie
zajechanie	zajeżdżanie
uwolnienie	uwalnianie
przywiązanie	przywiązywanie
wzbudzenie	budzenie
wzbudzenie	wzbudzanie
rozbudzenie	rozbudzanie
rozniecenie	niecenie
rozniecenie	rozniecanie
obudzenie	budzenie
rozwalenie	rozwalanie
zwrócenie uwagi	zwracanie uwagi
przykucie uwagi	przykuwanie uwagi
zapalenie	zapalanie
rozmarzenie	rozmarzanie
pociągnięcie	pociąganie
przyniesienie	niesienie
przyniesienie	przynoszenie
pochłonięcie	pochłanianie
wywołanie	wywoływanie
podniecenie	podniecanie
wprawienie	wprawianie
zesłanie	zsyłanie
nadarzenie	nadarzanie
rozpętanie	rozpętywanie
rzucenie	rzucanie
uczulenie	uczulanie
usposobienie	usposabianie
rozanielenie	rozanielanie
wniesienie	wnoszenie
rozproszenie się	rozpraszanie się
trafienie	trafianie
skończenie się	kończenie się
znalezienie się	znajdowanie się
wypełnienie	wypełnianie
zapełnienie	zapełnianie
napełnienie	napełnianie
przepełnienie	przepełnianie
wpasowanie się	wpasowywanie się
zalężenie	zaleganie
zajęcie	zajmowanie
wkomponowanie się	wkomponowywanie się
zamajaczenie	majaczenie
zamajaczenie	majaczenie
zarysowanie się	zarysowywanie się
zaznaczenie się	zaznaczanie się
uwydatnienie się	uwydatnianie się
zaostrzenie się	zaostrzanie się
wyostrzenie się	wyostrzanie się
wstanie	wstawanie
wychylenie się	wychylanie się
wysunięcie się	wysuwanie się
rozjarzenie się	rozjarzanie się
ukazanie się	ukazywanie się
uwidocznienie się	uwidocznianie się
uwidocznienie się	uwidacznianie się
wyłonienie się	wyłanianie się
wynurzenie się	wynurzanie się
wypłynięcie	wypływanie
wzejście	wschodzenie
odsłonięcie się	odsłanianie się
odcięcie się	odcinanie się
wyróżnienie się	wyróżnienie
odgraniczenie się	odgraniczanie się
wyodrębnienie się	wyodrębnianie się
mignięcie	miganie
otulenie	otulanie
