administrować	administrowanie
wybąkać	wybąkanie
wybąknąć	wybąknięcie
bilansować	bilansowanie
podsumowywać	podsumowywanie
bąknąć	bąknięcie
przebąknąć	przebąknięcie
bąknąć	bąknięcie
rozliczać	rozliczanie
nadenerwować się	nadenerwowanie się
wymydlić się	wymydlenie się
poprzestawać	poprzestawanie
poprzestać	poprzestanie
spiętrzyć	spiętrzenie
spiętrzyć	spiętrzenie
przepić	przepicie
przejaskrawiać	przejaskrawianie
przejaskrawić	przejaskrawienie
spiętrzać	spiętrzanie
piętrzyć	piętrzenie
przejaskrawiać	przejaskrawianie
spiętrzać	spiętrzanie
piętrzyć	piętrzenie
przejaskrawić	przejaskrawienie
wyspecjalizować się	wyspecjalizowanie się
sponsorować	sponsorowanie
wyspecjalizować się	wyspecjalizowanie się
przepijać	przepijanie
sponsorować	sponsorowanie
mazurzyć	mazurzenie
retuszować	retuszowanie
odkopywać się	odkopywanie się
wyretuszować	wyretuszowanie
odkopać się	odkopanie się
retuszować	retuszowanie
roztańczyć się	roztańczenie się
zasponsorować	zasponsorowanie
korygować	korygowanie
zasponsorować	zasponsorowanie
korygować	korygowanie
sprzęgać się	sprzęganie się
sponsorować	sponsorowanie
sprząc się	sprzężenie się
sprzęgnąć się	sprzęgnięcie się
skorygować	skorygowanie
zasponsorować	zasponsorowanie
wyretuszować	wyretuszowanie
fortyfikować się	fortyfikowanie się
ufortyfikować się	ufortyfikowanie się
zmetamorfizować	zmetamorfizowanie
płoszyć	płoszenie
przepłaszać	przepłaszanie
przepłoszyć	przepłoszenie
skorygować	skorygowanie
ubielić	ubielenie
ubielić	ubielenie
przepłoszyć się	przepłoszenie się
ubielić	ubielenie
spłoszyć się	spłoszenie się
ubielić	ubielenie
współfinansować	współfinansowanie
retuszować	retuszowanie
organizować	organizowanie
wyretuszować	wyretuszowanie
dookreślać	dookreślanie
dookreślić	dookreślenie
podretuszować	podretuszowanie
wykaraskać się	wykaraskanie się
podretuszować	podretuszowanie
wykaraskać się	wykaraskanie się
podretuszowywać	podretuszowywanie
współorganizować	współorganizowanie
podretuszowywać	podretuszowywanie
odgrzebywać	odgrzebywanie
odgrzebać	odgrzebanie
ekshumować	ekshumowanie
ekshumować	ekshumacja
zaciągnąć	zaciągnięcie
zaciągnąć	zaciągnięcie
wmyślić się	wmyślenie się
wmyślać się	wmyślanie się
nadjeść	nadjedzenie
zaciągnąć	zaciągnięcie
zaciągnąć	zaciągnięcie
skalpować	skalpowanie
oskalpować	oskalpowanie
ćwiartować	ćwiartowanie
poćwiartować	poćwiartowanie
zaciągnąć	zaciągnięcie
zaciągnąć	zaciągnięcie
pogryźć	pogryzienie
pogryźć	pogryzienie
wyuczyć się	wyuczenie się
zaciągać	zaciąganie
pokąsać	pokąsanie
porąbać	porąbanie
zaciągać	zaciąganie
wyuczać się	wyuczanie się
zaciągać	zaciąganie
uwieczniać	uwiecznianie
uwiecznić	uwiecznienie
zaciągać	zaciąganie
zaciągać	zaciąganie
wyczarowywać	wyczarowywanie
wyczarować	wyczarowanie
wyuczyć	wyuczenie
zaciągać	zaciąganie
wyczarowywać	wyczarowywanie
wyczarować	wyczarowanie
zaciągać	zaciąganie
wyuczyć	wyuczenie
zaciągać	zaciąganie
wyuczać	wyuczanie
wyuczać	wyuczanie
zsypać	zsypanie
oziębiać się	oziębianie się
oziębić się	oziębienie się
zsypać	zsypanie
zatroszczyć się	zatroszczenie się
zsypywać	zsypywanie
oziębiać się	oziębianie się
zsypywać	zsypywanie
oziębić się	oziębienie się
symulować	symulowanie
symulować	symulowanie
piastować	piastowanie
piastować	piastowanie
dziobnąć	dziobnięcie
dzióbnąć	dzióbnięcie
skubnąć	skubnięcie
dziobnąć	dziobnięcie
dzióbnąć	dzióbnięcie
dzióbnąć	dzióbnięcie
dziobnąć	dziobnięcie
załatwić się	załatwienie się
dziobać	dziobanie
dzióbać	dzióbanie
załatwić	załatwienie
dziobać	dziobanie
dzióbać	dzióbanie
skubać	skubanie
załatwić	załatwienie
dziobać	dziobanie
dzióbać	dzióbanie
załatwiać się	załatwianie się
załatwiać	załatwianie
nawieźć	nawiezienie
nawozić	nawożenie
poprzywozić	poprzywożenie
odłogować	odłogowanie
leżeć odłogiem	leżenie odłogiem
wyrządzać szkodę	wyrządzanie szkody
przychylać się	przychylanie się
ustosunkowywać się	ustosunkowywanie się
zajmować stanowisko	zajmowanie stanowiska
przychylić się	przychylenie się
załatwiać	załatwianie
zaciągać	zaciąganie
znarowić się	znarowienie się
znarowić się	znarowienie się
narowić się	narowienie się
narowić się	narowienie się
niedomagać	niedomaganie
szwankować	szwankowanie
owdowieć	owdowienie
poronić	poronienie
ronić	ronienie
terminować	terminowanie
zaniemóc	zaniemożenie
zaniemóc	zaniemożenie
zaprawiać się	zaprawianie się
zaprawić się	zaprawienie się
naciskać	naciskanie
nacisnąć	naciśnięcie
naciskać	naciskanie
nacisnąć	naciśnięcie
obłupić	obłupienie
obłupiać	obłupianie
obłupać	obłupanie
obłupić	obłupienie
obłupywać	obłupywanie
obłupiać	obłupianie
rozpieprzyć	rozpieprzenie
rozpieprzać	rozpieprzanie
rozpieprzyć	rozpieprzenie
rozpieprzać	rozpieprzanie
rozpieprzyć	rozpieprzenie
rozpieprzać	rozpieprzanie
rozwalić	rozwalenie
rozwalać	rozwalanie
uklepać	uklepanie
rozwalać	rozwalanie
uklepywać	uklepywanie
rozwalić	rozwalenie
uprawić	uprawienie
ustosunkować	ustosunkowanie
ustosunkowywać	ustosunkowywanie
rozwalić	rozwalenie
rozwalać	rozwalanie
rozwalić	rozwalenie
rozwalać	rozwalanie
zwąchać	zwąchanie
wyjeść	wyjedzenie
rozwalić	rozwalenie
wyjeść	wyjedzenie
wyżreć	wyżarcie
rozwalać	rozwalanie
wyjadać	wyjadanie
wyjadać	wyjadanie
wyżerać	wyżeranie
wyżreć	wyżarcie
wyławiać	wyławianie
wyłapywać	wyłapywanie
wychwytywać	wychwytywanie
spaprać	spapranie
paprać	papranie
wyłowić	wyłowienie
sknocić	sknocenie
knocić	knocenie
spaprać	spapranie
zdewastować	zdewastowanie
zajechać	zajechanie
zaorać	zaoranie
zakleić się	zaklejenie się
wyruchać	wyruchanie
zaorać	zaoranie
zalepiać	zalepianie
przeruchać	przeruchanie
zgruchać	zgruchanie
zakleić się	zaklejenie się
przeorać	przeoranie
zaklejać się	zaklejanie się
przerżnąć	przerżnięcie
zaklejać się	zaklejanie się
wychędożyć	wychędożenie
wyciupciać	wyciupcianie
zakłamać	zakłamanie
zafałszować	zafałszowanie
przepasywać	przepasywanie
zaorać	zaoranie
opasywać	opasywanie
przeinaczyć	przeinaczenie
przepasać	przepasanie
zaorać	zaoranie
opasać	opasanie
orać	oranie
orać	oranie
zakłamywać	zakłamywanie
zafałszowywać	zafałszowywanie
przeinaczać	przeinaczanie
zakłamać się	zakłamanie się
opasać	opasanie
datować się	datowanie się
opaść	opasienie
wykupywać	wykupywanie
wykupić	wykupienie
pozacinać się	pozacinanie się
przewalutować	przewalutowanie
wykupywać	wykupywanie
przewalutowywać	przewalutowywanie
wykasować się	wykasowanie się
wykasować się	wykasowanie się
skasować się	skasowanie się
obyć się	obycie się
wykupywać	wykupywanie
wykupić	wykupienie
obyć się	obycie się
obejść się	obejście się
wykupywać	wykupywanie
wykupić	wykupienie
nawlec	nawleczenie
przywlec	przywleczenie
przywlekać	przywlekanie
poopuszczać	poopuszczanie
powychodzić	powychodzenie
obyć się	obycie się
powychodzić	powychodzenie
powychodzić	powychodzenie
powylatywać	powylatywanie
powypadać	powypadanie
obywać się	obywanie się
obchodzić się	obchodzenie się
obywać się	obywanie się
obchodzić się	obchodzenie się
obywać się	obywanie się
obchodzić się	obchodzenie się
obejść się	obejście się
opłacić się	opłacenie się
okupić się	okupienie się
opłacać się	opłacanie się
okupywać się	okupywanie się
popłacać	popłacanie
przypaść	przypadnięcie
przypadać	przypadanie
przypaść	przypadnięcie
wypaść	wypadnięcie
przypadać	przypadanie
wypadać	wypadanie
wykupić się	wykupienie się
wykupywać	wykupywanie
wykupić	wykupienie
wymeldować	wymeldowanie
zameldowywać	zameldowywanie
wymeldowywać	wymeldowywanie
zameldowywać się	zameldowywanie się
wymeldowywać się	wymeldowywanie się
wymeldować się	wymeldowanie się
wymeldować	wymeldowanie
wymeldowywać	wymeldowywanie
odkarmiać	odkarmianie
odkarmić	odkarmienie
odkarmiać	odkarmianie
odkarmić	odkarmienie
odrobaczyć	odrobaczenie
zdezynsekować	zdezynsekowanie
odrobaczać	odrobaczanie
odrobaczyć	odrobaczenie
opieczętowywać	opieczętowywanie
opieczętować	opieczętowanie
chadzać	chadzanie
chadzać	chadzanie
chodzić	chodzenie
dorwać	dorwanie
dorwać	dorwanie
dorwać	dorwanie
dorwać	dorwanie
harować	harowanie
tyrać	tyranie
orać	oranie
zachrzaniać	zachrzanianie
zapieprzać	zapieprzanie
zapierdalać	zapierdalanie
zapierniczać	zapierniczanie
zasuwać	zasuwanie
zapieprzać	zapieprzanie
zachrzaniać	zachrzanianie
zapierniczać	zapierniczanie
powychodzić	powychodzenie
zaiwaniać	zaiwanianie
dymać	dymanie
zapierdalać	zapierdalanie
powychodzić	powychodzenie
zapieprzyć	zapieprzenie
zapierdolić	zapierdolenie
zasunąć	zasunięcie
przywlec się	przywleczenie się
nocować	nocowanie
sztukować	sztukowanie
pościć	poszczenie
ucinać się	ucinanie się
przypilnować	przypilnowanie
uprząść	uprzędzenie
usnuć	usnucie
wrócić się	wrócenie się
wracać się	wracanie się
wrócić się	wrócenie się
wracać się	wracanie się
wstrzelić	wstrzelenie
wstrzelać	wstrzelanie
wstrzeliwać	wstrzeliwanie
wstrzeliwać	wstrzeliwanie
przypilnować	przypilnowanie
wstrzelić	wstrzelenie
wstrzelać	wstrzelanie
wstrzelić	wstrzelenie
wstrzelać	wstrzelanie
wstrzeliwać	wstrzeliwanie
wyrzygać	wyrzyganie
wyrzygać się	wyrzyganie się
wyrzygiwać	wyrzygiwanie
zapętlić	zapętlenie
zapętlać	zapętlanie
zapętlić	zapętlenie
zapętlać	zapętlanie
zapętlić się	zapętlenie się
zapętlać się	zapętlanie się
zapętlić się	zapętlenie się
siadywać	siadywanie
skrzyknąć	skrzyknięcie
zapętlić	zapętlenie
zasupłać	zasupłanie
skrzykiwać	skrzykiwanie
zapętlać	zapętlanie
zasupływać	zasupływanie
supłać	supłanie
uprosić	uproszenie
upraszać	upraszanie
sklepać	sklepanie
sklepywać	sklepywanie
zmienić właściwości fizykalne czegoś	zmienienie właściwości fizykalnych czegoś
zmieniać właściwości fizykalne czegoś	zmienianie właściwości fizykalnych czegoś
wyprosić	wyproszenie
wypraszać	wypraszanie
wypraszać	wyprosiny
odblokowywać	odblokowywanie
odblokować	odblokowanie
odblokować	odblokowanie
sklepać	sklepanie
wkomponować się	wkomponowanie się
odblokowywać	odblokowywanie
odblokować	odblokowanie
odblokowywać	odblokowywanie
odblokować	odblokowanie
odblokowywać	odblokowywanie
odciążać	odciążanie
odciążyć	odciążenie
dociążyć	dociążenie
dociążać	dociążanie
przytępiać	przytępianie
przytępić	przytępienie
przytępić	przytępienie
przytępiać	przytępianie
stępiać	stępianie
wkomponowywać się	wkomponowywanie się
wpasować się	wpasowanie się
wpasowywać się	wpasowywanie się
wpasowywać się	wpasowywanie się
wkomponowywać się	wkomponowywanie się
wpasować się	wpasowanie się
wkomponować się	wkomponowanie się
wybełkotać	wybełkotanie
wycedzić	wycedzenie
nadąsać się	nadąsanie się
nadąsać policzki	nadąsanie policzków
dąsać się	dąsanie się
wykpiwać	wykpiwanie
wykurować	wykurowanie
zelżyć	zelżenie
lżyć	lżenie
odcieleśniać się	odcieleśnianie się
odcieleśnić się	odcieleśnienie się
oszczenić się	oszczenienie się
taplać się	taplanie się
wytaplać się	wytaplanie się
jesienić się	jesienienie się
zajesienić się	zajesienienie się
pozamykać się	pozamykanie się
pozamykać się	pozamykanie się
poskładać się	poskładanie się
pogniewać się	pogniewanie się
gniewać się	gniewanie się
pogniewać się	pogniewanie się
przyłazić	przyłażenie
przyleźć	przylezienie
rozłazić się	rozłażenie się
rozleźć się	rozlezienie się
rozleźć się	rozlezienie się
rozchodzić się	rozchodzenie się
rozejść się	rozejście się
rozłazić się	rozłażenie się
rozleźć się	rozlezienie się
zakłopotać się	zakłopotanie się
zgorszyć się	zgorszenie się
gorszyć się	gorszenie się
zlec	zlegnięcie
zlegnąć	zlegnięcie
zlec	zlegnięcie
zlec	zlegnięcie
zlegnąć	zlegnięcie
zlec	zlegnięcie
zlegnąć	zlegnięcie
przywabiać	przywabianie
przywabić	przywabienie
wystygnąć	wystygnięcie
wystygnąć	wystygnięcie
zaskamlać	zaskamlanie
zaskomleć	zaskomlenie
zaskamlać	zaskamlanie
zaskowyczeć	zaskowyczenie
skompilować	skompilowanie
wybudzać się	wybudzanie się
wybudzić się	wybudzenie się
przykuśtykać	przykuśtykanie
przykusztykać	przykusztykanie
dopełznąć	dopełźnięcie
dopełzać	dopełzanie
dopełzać	dopełzanie
dopełznąć	dopełźnięcie
koronować się	koronowanie się
ukoronować się	ukoronowanie się
odeskortować	odeskortowanie
opijać się	opijanie się
opić się	opicie się
usynawiać	usynawianie
usynowiać	usynowianie
usynowić	usynowienie
zakąszać	zakąszanie
zakąsić	zakąszenie
siwieć	siwienie
posiwieć	posiwienie
siwieć	siwienie
zatruwać się	zatruwanie się
zatruć się	zatrucie się
potrudzić się	potrudzenie się
pofatygować się	pofatygowanie się
potrudzić się	potrudzenie się
spieprzać	spieprzanie
spieprzyć	spieprzenie
zakwaterować się	zakwaterowanie się
demontować	demontowanie
zdemontować	zdemontowanie
komutować	komutowanie
komutować	komutacja
konfigurować	konfiguracja
konfigurować	konfigurowanie
skonfigurować	skonfigurowanie
taktować	taktowanie
pokrywać się	pokrywanie się
taktować	taktowanie
taktować	taktowanie
wyzerowywać	wyzerowywanie
wyzerować	wyzerowanie
dywagować	dywagowanie
pobieleć	pobielenie
bieleć	bielenie
pospierać się	pospieranie się
pospierać się	pospieranie się
spierać się	spieranie się
sprać się	spranie się
pospierać się	pospieranie się
złuszczać	złuszczanie
łuszczyć	łuszczenie
złuszczyć	złuszczenie
obśmiewać	obśmiewanie
obśmiać	obśmianie
ukręcić się	ukręcenie się
odkruszać się	odkruszanie się
odkruszyć się	odkruszenie się
ukruszyć się	ukruszenie się
przetransportować	przetransportowanie
unieruchamiać	unieruchamianie
unieruchomić	unieruchomienie
unieruchamiać	unieruchamianie
unieruchomić	unieruchomienie
kondensować się	kondensowanie się
skondensować się	skondensowanie się
obwieźć	obwiezienie
przetapiać	przetapianie
przetopić	przetopienie
przetapiać	przetapianie
przetopić	przetopienie
rozleniwiać	rozleniwianie
rozleniwić	rozleniwienie
wypromieniowywać	wypromieniowywanie
wypromieniować	wypromieniowanie
wypromieniowywać	wypromieniowywanie
wypromieniować	wypromieniowanie
nadłamywać	nadłamywanie
nadłamać	nadłamanie
nadłamywać się	nadłamywanie się
nadłamać się	nadłamanie się
złamać się	złamanie się
obłamywać	obłamywanie
obłamać	obłamanie
okorowywać	okorowywanie
odkorowywać	odkorowywanie
okorować	okorowanie
odkorować	odkorowanie
próchnieć	próchnienie
szczuć	szczucie
szczuć	szczucie
zadźgać	zadźganie
zakłuć	zakłucie
zakłuć	zakłucie
zakłuć	zakłucie
zakodować	zakodowanie
zakłuć się	zakłucie się
ukłuć się	ukłucie się
zakłuć	zakłucie
zakonkludować	zakonkludowanie
zamknąć się	zamknięcie się
zamykać się	zamykanie się
pozamykać się	pozamykanie się
odosobnić się	odosobnienie się
odosabniać się	odosabnianie się
zamknąć się	zamknięcie się
zamykać się	zamykanie się
pozamykać się	pozamykanie się
uwiecznić się	uwiecznienie się
sfotografować się	sfotografowanie się
zdjąć się	zdjęcie się
zamarzyć	zamarzenie
marzyć	marzenie
zbiegnąć się	zbiegnięcie się
zbiec się	zbiegnięcie się
zbiegać się	zbieganie się
zbiegać się	zbieganie się
zbiec się	zbiegnięcie się
zbiegać się	zbieganie się
podszeptywać	podszeptywanie
podszepnąć	podszepnięcie
bazować	bazowanie
definiować	definiowanie
fotografować się	fotografowanie się
zdefiniować	zdefiniowanie
zdejmować się	zdejmowanie się
pozować	pozowanie
upozowywać się	upozowywanie się
upozować się	upozowanie się
gimnastykować	gimnastykowanie
wygimnastykować	wygimnastykowanie
opromieniać	opromienianie
opromienić	opromienienie
uwieczniać się	uwiecznianie się
upamiętnić się	upamiętnienie się
uwiecznić się	uwiecznienie się
upamiętniać się	upamiętnianie się
kierować się	kierowanie się
opromieniać	opromienianie
opromienić	opromienienie
uwieczniać się	uwiecznianie się
skierować się	skierowanie się
skierowywać się	skierowywanie się
dopracować	dopracowanie
przygaszać	przygaszanie
koordynować	koordynowanie
przytłumiać	przytłumianie
przygasić	przygaszenie
przytłumić	przytłumienie
wycyzelować	wycyzelowanie
skoordynować	skoordynowanie
odkurzyć	odkurzenie
odkurzać	odkurzanie
odkurzyć	odkurzenie
przygaszać	przygaszanie
przygasić	przygaszenie
przygaszać	przygaszanie
przygasić	przygaszenie
przygaszać	przygaszanie
przygasić	przygaszenie
przygaszać	przygaszanie
zaróżowić się	zaróżowienie się
zaróżowieć	zaróżowienie
domieszać	domieszanie
dowlec	dowleczenie
drałować	drałowanie
pedałować	pedałowanie
wyciągać nogi	wyciąganie nóg
dowlec	dowleczenie
dyrdać	dyrdanie
dziwować się	dziwowanie się
gnoić	gnojenie
uderzać się	uderzanie się
cyzelować	cyzelacja
cyzelować	cyzelowanie
wycyzelować	wycyzelowanie
dopracowywać	dopracowywanie
dopracować	dopracowanie
nawarstwić się	nawarstwienie się
nawarstwiać się	nawarstwianie się
porobić się	porobienie się
porobić się	porobienie się
porobić się	porobienie się
przekonsultować	przekonsultowanie
skonsultować	skonsultowanie
konsultować	konsultowanie
przeredagować	przeredagowanie
przeredagowywać	przeredagowywanie
