cisnąć	ciskać
sprzęgnąć się	sprzęgać się
skorygować	korygować
wyretuszować	retuszować
ufortyfikować się	fortyfikować się
skorygować	korygować
ubielić	bielić
wyretuszować	retuszować
dookreślić	dookreślać
podretuszować	podretuszowywać
podretuszować	podretuszowywać
odgrzebać	odgrzebywać
zaciągnąć	zaciągać
zaciągnąć	zaciągać
oskalpować	skalpować
poćwiartować	ćwiartować
zaciągnąć	zaciągać
uwiecznić	uwieczniać
wyczarować	wyczarowywać
wyczarować	wyczarowywać
oziębić się	oziębiać się
zsypać	zsypywać
oziębić się	oziębiać się
znarowić się	narowić się
znarowić się	narowić się
zaprawić się	zaprawiać się
nacisnąć	naciskać
obłupać	obłupywać
obłupić	obłupiać
rozpieprzyć	rozpieprzać
rozpieprzyć	rozpieprzać
rozwalić	rozwalać
rozwalić	rozwalać
rozwalić	rozwalać
rozwalić	rozwalać
rozwalić	rozwalać
wyjeść	wyjadać
wyżreć	wyżerać
spaprać	paprać
sknocić	knocić
zdewastować	dewastować
zakleić się	zaklejać się
zalepiać	zalepić
zakłamać	zakłamywać
zafałszować	zafałszowywać
zaorać	orać
przeinaczyć	przeinaczać
przepasać	przepasywać
opasać	opasywać
opaść	opasać
wykupić	wykupywać
wykupić	wykupywać
wykupić	wykupywać
przywlec	przywlekać
wykupić	wykupywać
wymeldować się	wymeldowywać się
wymeldować	wymeldowywać
odrobaczyć	odrobaczać
zdezynsekować	dezynsekować
odrobaczyć	odrobaczać
opieczętować	opieczętowywać
uprząść	prząść
usnuć	snuć
wrócić się	wracać się
wrócić się	wracać się
wstrzelić	wstrzeliwać
wstrzelać	wstrzeliwać
wstrzelić	wstrzeliwać
wstrzelać	wstrzeliwać
zapętlić	zapętlać
zapętlić się	zapętlać się
skrzyknąć	skrzykiwać
zapętlić	zapętlać
zasupłać	zasupływać
sklepać	sklepywać
zmienić właściwości fizykalne czegoś	zmieniać właściwości fizykalne czegoś
odblokować	odblokowywać
wkomponować się	wkomponowywać się
odciążyć	odciążać
dociążyć	dociążać
przytępić	przytępiać
przytępić	przytępiać
wpasować się	wpasowywać się
wykurować	kurować
odcieleśnić się	odcieleśniać się
zajesienić się	jesienić się
przyleźć	przyłazić
rozleźć się	rozłazić się
rozleźć się	rozłazić się
rozejść się	rozchodzić się
rozleźć się	rozłazić się
zgorszyć się	gorszyć się
przywabić	przywabiać
wystygnąć	stygnąć
wystygnąć	stygnąć
skompilować	kompilować
wybudzić się	wybudzać się
dopełznąć	dopełzać
dopełznąć	dopełzać
odeskortować	eskortować
usynowić	usynowiać
posiwieć	siwieć
spieprzyć	spieprzać
zdemontować	demontować
skonfigurować	konfigurować
wyzerować	wyzerowywać
pobieleć	bieleć
sprać się	spierać się
złuszczyć	złuszczać
odkruszyć się	odkruszać się
unieruchomić	unieruchamiać
unieruchomić	unieruchamiać
skondensować się	kondensować się
przetopić	przetapiać
przetopić	przetapiać
rozleniwić	rozleniwiać
wypromieniować	wypromieniowywać
wypromieniować	wypromieniowywać
nadłamać	nadłamywać
obłamać	obłamywać
okorować	okorowywać
odkorować	odkorowywać
zakonkludować	konkludować
zamknąć się	zamykać się
uwiecznić się	uwieczniać się
sfotografować się	fotografować się
zdjąć się	zdejmować się
zbiec się	zbiegać się
zbiegnąć się	zbiegać się
wygimnastykować	gimnastykować
upamiętnić się	upamiętniać się
uwiecznić się	uwieczniać się
opromienić	opromieniać
dopracować	dopracowywać
przygasić	przygaszać
przytłumić	przytłumiać
wycyzelować	cyzelować
skoordynować	koordynować
odkurzyć	odkurzać
odkurzyć	odkurzać
przygasić	przygaszać
przygasić	przygaszać
zaróżowić się	różowić się
zaróżowieć	różowieć
wycyzelować	cyzelować
przeredagować	przeredagowywać
rozpisać	rozpisywać
rozrysować	rozrysowywać
zagoić się	goić się
zabliźnić się	zabliźniać się
zabliźniać się	zasklepiać się
zabliźnić się	zabliźniać się
zasklepić się	zasklepiać się
nakierować	nakierowywać
rozpoznać się	rozpoznawać się
ostygnąć	ostygać
ostygnąć	ostygać
ostudzić	ostudzać
wprawić się	wprawiać się
spienić się	spieniać się
stęchnąć	tęchnąć
zatęchnąć	tęchnąć
stęchnąć	tęchnąć
zatęchnąć	tęchnąć
stęchnąć	tęchnąć
skasować	kasować
skasować	kasować
poderżnąć	podrzynać
posiać	siać
zasiać	siać
zasiać	zasiewać
zapienić się	pienić się
zapienić się	pienić się
roztoczyć	roztaczać
rozsiać	rozsiewać
zepchnąć	spychać
zepchnąć	spychać
pobyczyć się	byczyć się
zepchnąć	spychać
zepchnąć	spychać
pokalać	kalać
skalać	kalać
przykryć	przykrywać
przykryć	przykrywać
wdrożyć	wdrażać
wdrożyć	wdrażać
urazić	urażać
wyprowadzić	wyprowadzać
wyprowadzić	wyprowadzać
wymanewrować	wymanewrowywać
wymanewrować	wymanewrowywać
wyprowadzić	wyprowadzać
wymanewrować	wymanewrowywać
wymanewrować	wymanewrowywać
wyrzezać	rzezać
przyglądnąć się	przyglądać się
przyjrzeć się	przyglądać się
pokwękać	pokwękiwać
zakleszczyć	zakleszczać
zanudzić się	zanudzać się
zgryźć	zgryzać
rozwlec się	rozwlekać się
rozwlec się	rozwlekać się
rozwlec się	rozwlekać się
skołtunić się	kołtunić się
skudłacić się	kudłacić się
skołtunić się	kołtunić się
zarchiwizować	archiwizować
sfajczyć się	fajczyć się
ukołysać	kołysać
uplanować	planować
odkaszlnąć	odkaszliwać
pomniejszyć się	pomniejszać się
wwalić się	wwalać się
pomniejszyć się	pomniejszać się
wypuczyć się	wypuczać się
wypuczyć	wypuczać
przygryźć	przygryzać
uwypuklić	uwypuklać
zaokrąglić się	zaokrąglać się
wysklepić się	wysklepiać się
skrzywić się	skrzywiać się
spiorunować	piorunować
odepchnąć się	odpychać się
rozpłomienić	rozpłomieniać
oberwać	obrywać
oberwać	obrywać
uformować się	formować się
przykuć uwagę	przykuwać uwagę
poszukać	poszukiwać
nadszarpnąć	nadszarpywać
wymierzyć	wymierzać
wymierzyć	wymierzać
zredukować	redukować
zredukować	redukować
zbilansować	bilansować
zbilansować	bilansować
zrównoważyć	równoważyć
zaginąć	ginąć
przepaść	przepadać
odnowić się	odnawiać się
ulepszyć się	ulepszać się
odnowić się	odnawiać się
odrosnąć	odrastać
opakować	pakować
opakować	opakowywać
zapakować	pakować
przelać się	przelewać się
popakować	pakować
poumieszczać	umieszczać
nagrzać się	nagrzewać się
ochłodzić się	ochładzać się
spakować	pakować
rozrosnąć się	rozrastać się
oziębić	oziębiać
rozrosnąć się	rozrastać się
rozgałęzić się	rozgałęziać się
rozkrzewić się	rozkrzewiać się
ogrzać się	ogrzewać się
ocieplić się	ocieplać się
rozrosnąć się	rozrastać się
ocieplić się	ocieplać się
rozrosnąć się	rozrastać się
upakować	pakować
przerwać się	przerywać się
wypakować	wypakowywać
upchać	upychać
upchnąć	upychać
wykształcić	kształcić
wyedukować	edukować
wykształcić się	wykształcać się
wsiąknąć	wsiąkać
wsiąknąć	wsiąkać
wsiąknąć	wsiąkać
zapakować	pakować
zdemokratyzować się	demokratyzować się
zdemokratyzować	demokratyzować
sfederować	federować
wsiąknąć	wsiąkać
uprzemysłowić	uprzemysławiać
umielić	mielić
skorodować	korodować
uprzemysłowić	uprzemysławiać
roziskrzyć się	roziskrzać się
rozpłomienić się	rozpłomieniać się
zeszklić	szklić
zindustrializować	industrializować
zindustrializować	industrializować
zmącić się	mącić się
uprzemysłowić się	uprzemysławiać się
zindustrializować się	industrializować się
zmętnieć	mętnieć
zmętnieć	mętnieć
uprzemysłowić się	uprzemysławiać się
zindustrializować się	industrializować się
zmętnieć	mętnieć
zlaicyzować	laicyzować
zeświecczyć	zeświecczać
zlaicyzować się	laicyzować się
zeświecczyć się	zeświecczać się
zrobotyzować	robotyzować
sklerykalizować	klerykalizować
sklerykalizować się	klerykalizować się
przesłonić	przesłaniać
zurbanizować	urbanizować
zurbanizować się	urbanizować się
spowić	spowijać
spowinąć	spowijać
zasnuć	zasnuwać
inkorporować	inkorporować
zblednąć	blednąć
wyblaknąć	blaknąć
wyblaknąć	blaknąć
obkurczyć	obkurczać
obkurczyć się	obkurczać się
zająć	zajmować
zająć	zajmować
zająć	zajmować
zająć	zajmować
zająć	zajmować
zrogowacieć	rogowacieć
rozmazać się	rozmazywać się
rozmazać się	rozmazywać się
wyżłobić	żłobić
rozmyć się	rozmywać się
rozmyć się	rozmywać się
wyżłobić	żłobić
wygrawerować	grawerować
zamazać się	zamazywać się
zamazać się	zamazywać się
zamazać się	zamazywać się
wyryć	ryć
zblaknąć	blaknąć
polakierować	lakierować
rozlutować	rozlutowywać
rozlutować się	rozlutowywać się
ocynkować	cynkować
ocynkować	ocynkowywać
odkształcić	odkształcać
okuć	okuwać
oszlifować	szlifować
doszlifować	doszlifowywać
podziurkować	dziurkować
wypełnić	wypełniać
wypełnić	wypełniać
podrosnąć	podrastać
odrosnąć	odrastać
przygładzić	przygładzać
zgolić	golić
odjąć	odejmować
odjąć	odejmować
odmierzyć	odmierzać
skalkulować	kalkulować
urealnić	urealniać
wywindować	windować
wywindować	windować
skodyfikować	kodyfikować
skodyfikować	kodyfikować
zliberalizować	liberalizować
ustanowić	ustanawiać
wyspecyfikować	specyfikować
zdezaktualizować	dezaktualizować
łamać się	złamać się
obeżreć	obżerać
wyprofilować	profilować
napuszyć	napuszać
rozbestwić się	rozbestwiać się
sfilcować się	filcować się
wyszacować	szacować
sprofilować	profilować
napuchnąć	puchnąć
okrwawić	okrwawiać
skrwawić	krwawić
opuchnąć	puchnąć
oślinić	ośliniać
wycentrować	centrować
dograć	dogrywać
dograć	dogrywać
wyprofilować	profilować
wyprofilować	profilować
sprofilować	profilować
przelobować	lobować
posrebrzyć się	posrebrzać się
spierzchnąć	pierzchnąć
wytatuować	tatuować
posrebrzyć się	posrebrzać się
zapaść	zapadać
sparzyć	parzyć
wysrebrzyć się	wysrebrzać się
zeszpecić	szpecić
nadtopić	nadtapiać
obluzować	obluzowywać
okopcić	okopcać
wytłoczyć	wytłaczać
wytłoczyć	tłoczyć
osmalić	osmalać
wtłoczyć	wtłaczać
wyszczerbić	wyszczerbiać
wytłoczyć	tłoczyć
wytłoczyć	wytłaczać
wytłoczyć	tłoczyć
wytłoczyć	tłoczyć
wytłoczyć	wytłaczać
wytłoczyć	tłoczyć
wgnieść	wgniatać
wgiąć	wginać
wyciosać	wyciosywać
zaklinować	zaklinowywać
zaklinować	zaklinowywać
wgnieść	wgniatać
wgiąć	wginać
wyklepać	wyklepywać
pozłocić	pozłacać
wyzłocić	wyzłacać
wgnieść się	wgniatać się
wgiąć się	wginać się
odżywić	odżywiać
rozkaprysić	rozkapryszać
rozśpiewać	rozśpiewywać
napełnić	napełniać
zapełnić	zapełniać
omamić się	omamiać się
rozognić się	rozogniać się
rozognić się	rozogniać się
rozzuchwalić się	rozzuchwalać się
spolaryzować się	polaryzować się
spolaryzować się	polaryzować się
zgarnąć	zgarniać
zgarnąć	zgarniać
obmyć	obmywać
uwspólnić	uwspólniać
uwspólnić	uwspólniać
zautonomizować się	autonomizować się
zautonomizować się	autonomizować się
omyć	omywać
osaczyć	osaczać
zakamuflować	kamuflować
zakamuflować	kamuflować
przygonić	przyganiać
przygnać	przyganiać
przemalować	przemalowywać
wykrochmalić	krochmalić
zalamować	lamować
wylamować	lamować
namarszczyć	marszczyć
przypędzić	przypędzać
namarszczyć	marszczyć
naszyć	naszywać
wykurzyć	wykurzać
wywabić	wywabiać
zagonić	zaganiać
zapędzić	zapędzać
zagnać	zaganiać
poszyć	poszywać
spudłować	pudłować
podczołgać się	podczołgiwać się
odprasować	odprasowywać
wyprasować	prasować
podsunąć się	podsuwać się
opiąć	opinać
pochłonąć	pochłaniać
pochłonąć	pochłaniać
pochłonąć	pochłaniać
pochłonąć	pochłaniać
przeczołgać się	przeczołgiwać się
przypełznąć	przypełzać
przypełznąć	przypełzać
przypełznąć	przypełzać
ugruntować	ugruntowywać
odcisnąć	odciskać
zeszyć	zeszywać
oprawić	oprawiać
oprawić	oprawiać
oprawić	oprawiać
oprawić	oprawiać
wymalować	wymalowywać
wymalować	wymalowywać
wymalować	wymalowywać
skroić	kroić
wyrysować	wyrysowywać
skroić	skrawać
skroić	skrajać
zamazać	zamazywać
skroić	kroić
zamazać	zamazywać
sprać	spierać
zamazać	zamazywać
wypłacić się	wypłacać się
przeniknąć	przenikać
zaabsorbować	absorbować
połknąć	połykać
zabawić się	zabawiać się
sprać	spierać
sprać się	spierać się
udrapować	drapować
pofałdować	fałdować
splisować	plisować
uprasować	prasować
wywatować	wywatowywać
pomiętosić	miętosić
wyświecić	wyświecać
zaprasować	zaprasowywać
wylać się	wylewać się
wypłukać	wypłukiwać
wypłukać	wypłukiwać
przyjąć	przyjmować
zbiurokratyzować	biurokratyzować
zmilitaryzować	militaryzować
zmilitaryzować	militaryzować
zmonopolizować	monopolizować
zmonopolizować	monopolizować
zmienić się na gorsze	zmieniać się na gorsze
przeniknąć	przenikać
przeniknąć	przenikać
przeniknąć	przenikać
przeniknąć	przenikać
przeniknąć	przenikać
naciągnąć się	naciągać się
naprężyć się	naprężać się
otrzeć	ocierać
zetrzeć	trzeć
zetrzeć	ścierać
zmazać	zmazywać
wymazać	wymazywać
zetrzeć	ścierać
otrzeć się	ocierać się
stulić	stulać
skulić	skulać
oberżnąć	obrzynać
oderżnąć	odrzynać
rozbiec się	rozbiegać się
rozpędzić się	rozpędzać się
oddalić się	oddalać się
rozdzielić się	rozdzielać się
rozłączyć się	rozłączać się
rozpierzchnąć się	rozpierzchać się
rozproszyć się	rozpraszać się
rozproszyć się	rozpraszać się
rozejść się	rozchodzić się
rozproszyć się	rozpraszać się
trafić	trafiać
przytknąć	przytykać
zaczernić się	zaczerniać się
zaczernić się	zaczerniać się
zaciemnić się	zaciemniać się
ściemnić	ściemniać
rozsunąć	rozsuwać
przyciemnić	przyciemniać
rozbłękitnić się	rozbłękitniać się
przyozdobić się	przyozdabiać się
przejaśnić się	przejaśniać się
rozjaśnić się	rozjaśniać się
przejaśnić	przejaśniać
przejaśnić	przejaśniać
chapnąć	chapać
obruszyć się	obruszać się
obruszyć	obruszać
wniknąć	wnikać
wniknąć	wnikać
wyprać się	prać się
uprać się	prać się
chłapnąć	chłapać
odejść	odchodzić
odejść	odchodzić
przesunąć	przesuwać
przenieść	przenosić
poprzenosić	przenosić
pościelić	ścielić
posłać	słać
zasłać	słać
zaścielić	zaścielać
pościelić	ścielić
posłać	słać
podesłać	słać
pościelić	ścielić
posłać	słać
podścielić	podścielać
zaperzyć się	zaperzać się
zażartować	żartować
wychlipać	wychlipywać
zdławić	dławić
zagwizdać	gwizdać
zajęczeć	jęczeć
owiać	owiewać
rozejść się	rozchodzić się
przebić	przebijać
przebić	przebijać
przebić się	przebijać się
przebić się	przebijać się
przyprawić	przyprawiać
ustawić	ustawiać
kupić	kupować
rozbebeszyć	rozbebeszać
rozbebeszyć	rozbebeszać
rozbebeszyć	rozbebeszać
wybebeszyć	wybebeszać
rozejść się	rozchodzić się
rozejść się	rozchodzić się
rozejść się	rozchodzić się
rozejść się	rozchodzić się
rozproszyć	rozpraszać
rozproszyć	rozpraszać
rozproszyć	rozpraszać
rozdrobnić	rozdrabniać
rozproszyć	rozpraszać
rozsiać	rozsiewać
roztoczyć	roztaczać
roztoczyć	roztaczać
zamrzeć	zamierać
zastygnąć	zastygać
zamrzeć	zamierać
zapaść	zapadać
zaprzeć	zapierać
zapierać	zaprać
postrzyc	postrzygać
ciapnąć	ciapać
wywiercić	wywiercać
rozdeptać	rozdeptywać
rozdeptać	rozdeptywać
rozdeptać	rozdeptywać
rozrzucić	rozrzucać
wyschnąć	wysychać
wyschnąć	wysychać
wyschnąć	wysychać
wyschnąć	wysychać
zwęglić	zwęglać
zwęglić	zwęglać
zwęglić	zwęglać
przybrać	przybierać
przybrać	przybierać
wprawić	wprawiać
wprawić	wprawiać
wybić się	wybijać się
poszerzyć się	poszerzać się
przytrzymać	przytrzymywać
wdusić	wduszać
wsunąć	wsuwać
dobudować	dobudowywać
dobudować	dobudowywać
wypluć	wypluwać
wyplunąć	wypluwać
wytrząsnąć	wytrząsać
wytrząść	wytrząsać
wytrząsnąć	wytrząsać
wytrząść	wytrząsać
rozwarstwić się	rozwarstwiać się
nacechować	cechować
uprościć	upraszczać
zakorzenić	zakorzeniać
zinstytucjonalizować	instytucjonalizować
zmasować	zmasowywać
naszykować	szykować
wynaleźć	wynajdywać
wynaleźć	wynajdować
władować	władowywać
opleść się	oplatać się
wskoczyć	wskakiwać
wsiać	wsiewać
przesączyć	sączyć
przesączyć	przesączać
zesłać	zsyłać
zatrzymać się	zatrzymywać się
cofnąć	cofać
wykuć	wykuwać
ucharakteryzować	charakteryzować
odkuć	odkuwać
odkuć	odkuwać
zrugać	rugać
podmalować	podmalowywać
wyprodukować	produkować
wyprodukować	produkować
przemeblować	przemeblowywać
przeleźć	przełazić
zrobić coś niezgodnego z prawem lub z normami społecznymi	robić coś niezgodnego z prawem lub z normami społecznymi
osłabić	osłabiać
ukazać się drukiem	ukazywać się drukiem
ukazać się w druku	ukazywać się w druku
zatrzeć	zacierać
odsunąć się	odsuwać się
wypożyczyć	wypożyczać
rozłożyć	rozkładać
rozłożyć	rozkładać
rozłożyć	rozkładać
przesłać	przesyłać
ściemnić się	ściemniać się
pociemnieć	ciemnieć
podsuszyć	podsuszać
przyjąć	przyjmować
zejść	schodzić
