trzmiel	trzmiele i trzmielce|trzmiele
zebrasoma niebiesko-żółta	pokolcowate|cyrulikowate|ryba-chirurg
zebrasoma żółta	pokolcowate|cyrulikowate|ryba-chirurg
chanos|ryba mleczna	chanosowate
ślizg czubaty|pierzyk	ślizgowate
ślizg słodkowodny|ślizg rzeczny	ślizgowate
klinek srebrny	klinkowate
lira	lirowate
lira kalion	lirowate
kaprosz	kaproszowate
żmijogłów indyjski|żmijogłów paskowany|żmijogłów pręgowany	żmijogłowowate|żmijogłowcowate
halizaur	mozazaury
platekarp	mozazaury
plioplatekarp	mozazaury
tylozaur	mozazaury
pieprzniczka	gąskowate
dallazaur	mozazaury
klidastes	mozazaury
globidens	mozazaury
prognatodon	mozazaury
pieniążek	gąskowate
gąsówka|gąska	gąskowate
ewodia	rutowate
skimmia	rutowate
piaskolec	piaskolcowate
węgorz elektryczny|strętwa	strętwokształtne|strętwy|gymnotowce
wilczypieprz	wawrzynkowate
wstęgor polarny	wstęgorowate
wstęgor zwyczajny	wstęgorowate
wstęgor grzywiasty	wstęgorowate
wstęgor królewski|król śledziowy|wstęgor	strojnikokształtne
czystek	czystkowate|posłonkowate
histrion|pterofryna|antenarius sargassowy	antenariusowate|histrionowate
aldrycheta	cefalowate|mugilowate
tępogłów grubowargi|chelon grubowargi	cefalowate|mugilowate
cefal złocisty|singil|cefal złotogłowy	cefalowate|mugilowate
cefal cienkowargi	cefalowate|mugilowate
degeneria	degeneriowate
karap europejski|karap śródziemnomorski|karap|fierasfer śródziemnomorski|fierasfer	karapowate|fierasferowate|fierasfery|ryby perłowe
plotozaur	mozazaury
hajnozaur	mozazaury
taniwazaur	mozazaury
lakumazaur	mozazaury
stynka smukła	stynkowate
aju	stynkowate
grotnik dwuplamisty	grotnikowate
grotnik czerwony	grotnikowate
babeczka motylkowa	babkowate|babki
poskoczek mułowy	babkowate|babki
trawianka	babkowce
szczupakogłów	szczupakogłowcowate
abroma	ślazowate|malwowate
białokrowiak	gąskowate
ciemnobiałka|ciemnogłówka	gąskowate
grzybóweczka	gąskowate
pępówka	gąskowate
lejkownik|lejkorodek	gąskowate
boczniaczek	gąskowate
rycerzyk|boczniak|brzegowłosek	gąskowate
gąska	gąskowate
żółtaczek|pielęgnica indyjska|żółtaczek indyjski	pielęgnicowate|pielęgnice
barwniak Günthera	pielęgnicowate|pielęgnice
barwniak Kingsleja	pielęgnicowate|pielęgnice
barwniak czerwonobrzuchy|pielęgnica czerwonobrzucha	pielęgnicowate|pielęgnice
barwniak szmaragdowy	pielęgnicowate|pielęgnice
barwniak Ansorgiego|barwniak pięcioplamy|pielęgnica pięcioplama	pielęgnicowate|pielęgnice
tilapia	pielęgnicowate|pielęgnice
muszlowiec wielkooki	muszlowce
muszlowiec krótki	muszlowce
księżniczka z Burundi|lirniczka	szczelinowce
szczelinowiec cylindryczny	szczelinowce
szczelinowiec Leleupa	szczelinowce
szczelinowiec długi	szczelinowce
muszlowiec duży	muszlowce
muszlowiec wielopręgi	muszlowce
księżniczka piękna	szczelinowce
szczelinowiec pięciopręgi	szczelinowce
szczelinowiec dwupasy	szczelinowce
garbacz hełmiasty	pielęgnicowate|pielęgnice
gębacz wielobarwny	pielęgnicowate|pielęgnice
gębacz trójbarwny|gębacz czarnogardły	pielęgnicowate|pielęgnice
akara	pielęgnicowate|pielęgnice
barwniak Thomasa	pielęgnicowate|pielęgnice
pyszczak|gębacz	pielęgnicowate|pielęgnice
gębacz pięknopłetwy	pielęgnicowate|pielęgnice
ziemiojad brazylijski	pielęgnicowate|pielęgnice
czerwieniak kongijski|czerwieniak kongolański	pielęgnicowate|pielęgnice
bazalcik kostarykański	pielęgnicowate|pielęgnice
żaglowiec wysoki|żaglowiec z Orinoko|skalar wysoki|żaglowiec olbrzymi|żaglowiec właściwy	pielęgnicowate|pielęgnice
ziemiojad pstry	pielęgnicowate|pielęgnice
paletka zielona|paletka brązowa|paletka|paletka brunatna|paletka niebieska	pielęgnicowate|pielęgnice
palon	wargaczowate
wargacz	wargaczowate
bodian piękny|bodian nadobny	wargaczowate
bodian meksykański	wargaczowate
jaskroń	wargaczowate
korys doncela|korys|tęczak	wargaczowate
korys cyngula	wargaczowate
wargatek sanitarnik|ryba-czyściciel	wargaczowate
odyńczyk	wargaczowate
skrzelówka	wargaczowate
tautoga czarna	wargaczowate
talasoma pawia	wargaczowate
rogatek	kolibry
skrzacik czarnouchy	kolibry
kolibrzyk białobrewy	kolibry
krzywodziobek	kolibry
moskitnik	kolibry
węglik czarnogardły	kolibry
antylak purpurowy	kolibry
antylak szmaragdowy	kolibry
lordzik czarny	kolibry
fernandezik wyspowy	kolibry
sylfik zielonokryzy	kolibry
sylfik czarnoczuby	kolibry
safo długosterny|safo kometa	kolibry
pazik czarnosterny	kolibry
szablodziobek	kolibry
hełmik	kolibry
góralik	kolibry
metalik ognistosterny	kolibry
puchatek modrogardły	kolibry
puchatek turkusowy	kolibry
lodigezja	kolibry
grzebienica brazylijska	pielęgnicowate|pielęgnice
żaglowiec Leopolda|żaglowiec peruwiański	pielęgnicowate|pielęgnice
anoda	ślazowate|malwowate
ślęzawa	ślazowate|malwowate
garbik pasiasty	garbikowate
błazenek dwupręgi	błazenki|ryby klowny|ryby ukwiałowe
ogorzałka wełnista|balsa	ślazowate|malwowate
błazenek|amfiprion|ryba ukwiałowa	garbikowate
błazenek|amfiprion|ryba ukwiałowa	błazenki|ryby klowny|ryby ukwiałowe
amfiprion plamisty|błazenek plamisty|błazenek okoniowy	błazenki|ryby klowny|ryby ukwiałowe
amfiprion złoty	błazenki|ryby klowny|ryby ukwiałowe
chromis kasztanowy|chromis kasztanowaty	garbikowate
stadnik żółtoogonowy	garbikowate
papugoryba dwubarwna	skarusowate|papugoryby
sparysoma kreteńska	skarusowate|papugoryby
georgianka	bielankowate|białokrwiste
borel|szczękacz	bielankowate|białokrwiste
barklaja	grzybieniowate
antar polarny|kłykacz antarktyczny	nototeniowate
antar patagoński|kłykacz|kłykacz patagoński	nototeniowate
nototenia marmurkowa|nototenia Rossa	nototeniowate
trematoma lodowa	nototeniowate
aripis trociak|aripis|łosoś australijski	aripisowate
aripis mały|aripinka	aripisowate
apogon	kardynałkowate|apogonowate
apogon ognisty	kardynałkowate|apogonowate
apogon czarnopłetwy	kardynałkowate|apogonowate
apogon kardynał	kardynałkowate|apogonowate
apogon piżamka	kardynałkowate|apogonowate
rozłożnia kolczasta|eurjala kolczasta	grzybieniowate
alektys indyjski	ostrobokowate
alektys aleksandryjski|blanka	ostrobokowate
alepa kala	ostrobokowate
alepa złotopłetwa	ostrobokowate
karanks atlantycki	karanksy
karanks półżółty|karanks smugowy	karanksy
lichia długopyska|lichia|amia	ostrobokowate
seriola olbrzymia|seriola skośnosmuga|seriola	seriole
brama	bramowate
bass	bassowate|kolcowate|okoniopstrągowate
bassek zielony|okoń diamentowy	bassowate|kolcowate|okoniopstrągowate
bassek diamentowy|okończyk diamentowy|okoń diamentowy	bassowate|kolcowate|okoniopstrągowate
amfiprion pomidorowy	błazenki|ryby klowny|ryby ukwiałowe
garibaldi	garbikowate
buławniczka	pałecznicowate
ustnik pawik	chetonikowate|ustnikowate|szczeciozębowate|szczeciozęby|ryby motyle
ustnik lunula	chetonikowate|ustnikowate|szczeciozębowate|szczeciozęby|ryby motyle
pensetnik dwuoki|pensetnik pomarańczowopręgi	chetonikowate|ustnikowate|szczeciozębowate|szczeciozęby|ryby motyle
ustnik rafowy|motylek rafowy|motylek czarnopręgi	chetonikowate|ustnikowate|szczeciozębowate|szczeciozęby|ryby motyle
podnawka	podnawkowate|podnawki|remory
otoperka	luszczowate
hemulon smużkowy	luszczowate
lates nilowy|okoń nilowy|okoń Wiktorii	okoniowce
mydliczek mały|gaździnka	mydliczkowate
aprion niebieski	lucjanowate
lucjan dwuplamy|lucjan bohar	lucjany
lucjan kaszmirski	lucjany
strzelczyk indyjski|strzelczyk|pryskacz	strzelczykowate|strzelczyki|pryskaczowate
sparus czarnolicy	prażmowate
kapnar	prażmowate
bops|złotokres	prażmowate
kielec|kielec właściwy|kielczak śródziemnomorski|kielczak właściwy	prażmowate
amarel	prażmowate
prażma	prażmowate
zebryl	prażmowate
dubiel	prażmowate
sargus	prażmowate
morlesz pręgowany	prażmowate
oblada	prażmowate
morlesz|bogar|morlesz bogar	prażmowate
róża abisyńska	dzikie róże
róża czteropłatkowa	dzikie róże
chryzor|żółtogon	lucjanowate
naskalnik	pielęgnicowate|pielęgnice
sześcioszpar|sześcioszpar szary|rekin szary	sześcioszparowate
moneta plamista|monetka plamista	monetowate
labraks|moron	moronowate
barwena żółtopłetwa	barwenowate
barwena karaibska	barwenowate
barbata|barbatka	barwenowate
barwena molukańska	barwenowate
barwena żółta	barwenowate
barwena tragula	barwenowate
barwena złotosmuga	barwenowate
drobnoustek	smukleniowate
sirotka	okoniowate
szrecer|jazgarz dunajski	okoniowate
okoń pospolity|okoń|okoń europejski	okoniowate
limanka|perkaryna	okoniowate
głowaczogłów ardżeszański	okoniowate
sandacz morski	okoniowate
bersz|sekret|sandacz bersz|sandacz wołżański	okoniowate
czop	okoniowate
brodaczyk	okoniowce
liścień afrykański|obrębka|odrąbka	okoniowce
nefrytek królewski	pomakantowate|ustniczkowate
ustniczek pierścieniowaty	pomakantowate|ustniczkowate
ptaszyniec	żukowce
solfuga	solfugi
petrak	prażmowate
pangafer	prażmowate
salpa	prażmowate
dorada|sparus złotogłowy	prażmowate
kantar	prażmowate
akant natalski	strzępielowate|strzępiele
alfesta	strzępielowate|strzępiele
papużak afrykański|antias	strzępielowate|strzępiele
panterka	strzępielowate|strzępiele
itajara goliat	strzępielowate|strzępiele
granik wielki	strzępielowate|strzępiele
granik Summana	strzępielowate|strzępiele
perka rdzawa	strzępielowate|strzępiele
piłczyk	strzępielowate|strzępiele
wariola	strzępielowate|strzępiele
kulbiniec kalifornijski	kulbinowate|orłoryby|scjeny
umbryna piaskowa|drum piaskowy	kulbinowate|orłoryby|scjeny
umbryna argentyńska|drum argentyński	kulbinowate|orłoryby|scjeny
umbryna iberyjska|umbryna|drum iberyjski	kulbinowate|orłoryby|scjeny
tawrosz	tawroszowate
szyszkowiec	szyszkowcowate|jaszczurki kolczaste
lufar|skrzelołusk|tasergal	lufarowate
ustniczek cesarski	pomakantowate|ustniczkowate
ustniczek cętkowany	pomakantowate|ustniczkowate
onowodek	onowodkowate
ustniczek królewski	pomakantowate|ustniczkowate
elfik wstęgoszyi	kolibry
iskrzyk promienny	kolibry
nimfik	kolibry
mieczodziobek	kolibry
szafirolotek	kolibry
amorek zielony	kolibry
furczak	kolibry
białosterek zielony	kolibry
andokoliberek	kolibry
nożycosterek	kolibry
brylancik niebieskogardły	kolibry
rubinek	kolibry
gigancik	kolibry
ametyścik	kolibry
aksamitek białowąsy	kolibry
złotniczek	kolibry
malachicik ciemny	kolibry
tęczownik	kolibry
cęgosterek obrożny	kolibry
cęgosterek chilijski	kolibry
oazik	kolibry
brzytwosterek	kolibry
brzęczek białobrzuchy	kolibry
lilipucik	kolibry
koliberek cienkosterny	kolibry
koliberek rubinobrody	kolibry
czernidłak pospolity	kruchaweczkowate
czernidłak srokaty|czernidłak białawy	kruchaweczkowate
solandra|wahoo|wacha	makrelowate
gwiazda wieloporowata|wieloporek gwiaździsty	gwiazdoszowce
karita|makrela hiszpańska	makrelowate
makrela królewska	makrelowate
buławka|goździeniec|buławnik	buławkowate
barrakuda srebrzysta|barakuda srebrzysta	barrakudowate|barakudowate
barrakuda złotawa|barakuda złotawa	barrakudowate|barakudowate
barrakuda australijska|barakuda australijska	barrakudowate|barakudowate
barrakuda europejska|świrena|barakuda europejska	barrakudowate|barakudowate
barrakuda atlantycka|barakuda atlantycka	barrakudowate|barakudowate
włócznik|miecznik|ryba-miecz|mieczoryb	włócznikowate
pałasz ogoniasty	pałaszowate|wstęgowce
błyszczyk	żuwakowate
błyszczyk karaibski	żuwakowate
błyszczyk kalifornijski	żuwakowate
pasterzyk|nomeusz	pasterzykowate
barel	pompilowate
żaglica|żaglica pacyficzna	żaglicowate|marliny
skaber amerykański	skaberowate
skaber	skaberowate
pożeracz czarny|okoń głębinowy	paszczękowate|pożeraczowate
dobijak amerykański	dobijakowate
tobiasz	dobijakowate
falik	dobijakowate
dobijak nagi	dobijakowate
ostropłetwiec	ostropłetwcowate|ostropłetwowate
taśmiak pstry	stychejkowate
taśmiak długi|taśmiak	stychejkowate
pałeczka okrężnicy|bakteria coli|bakteria E. coli	escherichia
cuszka	sromotnikowate
okratek|kwiatowiec	sromotnikowate
przęślik	sromotnikowate
kraciak	sromotnikowate
chwostek	sromotnikowate
mądziak|sromotnik|smardzik|chwościak	sromotnikowate
koliberek hawański|trzmielak	kolibry
koliberek żarogłowy	kolibry
trzmielak większy	kolibry
trzmielak mniejszy	kolibry
rudaczek szerokosterny	kolibry
rudaczek północny	kolibry
rudaczek malutki	kolibry
liliobrodzik	kolibry
przęślikowiec	sromotnikowate
złocik szafirowy	kolibry
uszak	uszakowate
plątawa różowa	liliowce
kisielnica|kisielec	uszakowate
złocik zielony	kolibry
złocik kubański	kolibry
złocik karaibski	kolibry
płomykowiec galaretowaty|płomyk galaretowaty|płomykówka galaretowata	uszakowce
pląśnik północny	kolibry
fioletek	kolibry
igłodziobek	kolibry
strojniś	kolibry
łuskowiaczek	kolibry
zapylak fioletowy	kolibry
śmigacz	kolibry
kwiaciarek niebieskosterny	kolibry
widłogonek zielonogardły	kolibry
widłogonek fioletowoczelny	kolibry
diamencik niebieskogłowy	kolibry
karliczek	kolibry
miedziaczek	kolibry
klejnocik południowy	kolibry
bielczyk	kolibry
klejnocik Taczanowskiego	kolibry
szmaragdzik plantacjowy	kolibry
złotogonek	kolibry
koliber czarnogłowy	kolibry
koliber modrogłowy	kolibry
miłek niebieskobrzuchy	kolibry
szafirek złotosterny	kolibry
szafirek rdzawobrody	kolibry
głowik|głębik	węgorzycowate
szafirek rudobrzuchy	kolibry
szafirek białouchy	kolibry
duch brazylijski|duch amazoński	strojnikokształtne
pafiopedilum|sabotek	obuwikowe
galaretek kolczasty|kolczak galaretowaty|galaretówka kolczasta|szczękacz galaretowaty	uszakowce
fragmipedium	obuwikowe
lejkowiec	pieprznikowate
aerangis	storczykowate
erantes	storczykowate
goździeńczyk|płaskosz|goździanka|goździeniec|gałęziak	goździeńczykowate
elginerpeton	ichtiostegowce
niszczyca|siatkowiec|skórzak|gmatwek|anyżak|ciemnoblaszek|ciemnoskórek	niszczycowate
saharastega	temnospondyle
uranocentrodon	stereospondyle
stułka|huba|hubka	szczeciniakowate|szczecinkowcowate
czyreń rozpostarty|czyreń kropkowany	szczeciniakowate|szczecinkowcowate
szczecinkowiec|szczeciniak|pleśniak|skórnik|powłocznik	szczeciniakowate|szczecinkowcowate
czyreń	szczeciniakowate|szczecinkowcowate
jamkówka	pniarkowate
gąbkowiec północny|klimaczek północny	pniarkowate
podkamiennik amurski|szanaga	głowaczowate
bagr ubangijski	bagrowate|kosatkowate
gmatwek|siatkowiec|gmatwak	pniarkowate
pniarek|modrzewnik	pniarkowate
białoporek|porek	pniarkowate
białak	pniarkowate
lakownica	lakownicowate
szaroporka|bjerkandera	strocznikowate
żylak	strocznikowate
ząbkowiec	strocznikowate
zwisłoszczęk czarny	wężorowate
siedzuń|szmaciak|strzępiak	szmaciakowate
hornea	ryniofity
gmatwica	żagwiowate
miękusz	żagwiowate
blaszkowiec	żagwiowate
łyczak	żagwiowate
smużyna płożąca	komelinowate
złoty wąs	komelinowate
dziwokraska	ziemnokraski
ziemnokraska obrożna	ziemnokraski
ziemnokraska łuskowana	ziemnokraski
kurtokraska białogardła	ziemnokraski
kurtokraska rudogłowa	ziemnokraski
kraskówka azjatycka	kraski
płaskodziobek kubański	płaskodziobki
płaskodziobek duży	płaskodziobki
płaskodziobek mały	płaskodziobki
płaskodziobek cienkodzioby	płaskodziobki
płaskodziobek długodzioby	płaskodziobki
pielgrzan madagaskarski|drzewo podróżnych	strelicjowate
urginia morska|ckliwica|cebula morska|oszloch morski	hiacyntowate
krobia	pielęgnicowate|pielęgnice
giętkoząb	pierzastowąsowate
remora	podnawkowate|podnawki|remory
sit	sitowate
żuanwilia	żuanwiliowate
ifejon	czosnkowe|czosnkowate
złocica|złocica europejska	flądrowate|flądry prawooczne
smużyna wyniosła	komelinowate
cyanotis somalijski|trzykrotka somalijska	komelinowate
etlingera	imbirowate
bagnica	bagnicowate
szczerbak	szczerbaki
aspidistria	szparagowate
sansewieria|wężownica|sansewiera|żelazne liście	szparagowate
babeszja	apikompleksy|sporowce|zarodnikowce
zamiokulkas	obrazkowate
rdestniczka	rdestnicowate
zizania	wiechlinowate|trawy
rosplenica perłowa|rozplenica perłowa|proso perłowe|proso afrykańskie|trawa słoniowa	wiechlinowate|trawy
prętnik	okoniokształtne
wyżlin polny|wyżlin	babkowate
stokrotnica górska	astrowate|złożone
klinolist	klinolisty
aglaofiton	ryniofity
kuksonia	ryniofity
rynia	ryniofity
gęstoporek	żagwiowate
wrośniak	żagwiowate
niszczyk	żagwiowate
eohippus	koniokształtne
hubiak	żagwiowate
naziemek|bielaczek	naziemkowate
szyszkogłówka|szyszkolubka|kolczak	szyszkogłówkowate
twardówka	szyszkogłówkowate
korzeniowiec	jodłownicowate
powłocznica	powłocznicowate
złotopiór wspaniały	złotopióry|złotkowate
złotopiór wielki	złotopióry|złotkowate
drzym wielkodzioby	drzymy
czasznia małpia|krużyca małpia|małpie kociołki	czaszniowate
czerpnia gujańska	czaszniowate
keben okazały	czaszniowate
piłodziób czarnogardły|piłodziób błękitnobrwisty	piłodzioby
żółwinek żółwik	żółwinkowate|żaby australijskie
piłodziób rdzawy	piłodzioby
piłodziób wspaniały	piłodzioby
żółwinek	pluskwiaki różnoskrzydłe
żółwinek zbożowy	tarczówkowate
zimorodek białoczelny	zimorodki
rybaczek popielaty	rybaczki
łowik	łowce
łowiec krasnodzioby	łowce
łowiec czekoladowy	łowce
łuskogłów	łowce
szuflodziób	łowce
kukabura chichotliwa|kukabura	łowce
sterowik brązowy	łowce
krasnogłów białogardły	łowce
żółtodziób nizinny	łowce
żółtodziób górski	łowce
łowczyk czczony|łowiec czczony	łowce
drzym jaskółczy	drzymy
brodacz krasnopręgi	brodacze
brodacz żółtogardły	brodacze
pstrogłów żółtogardły	pstrogłowy
gołodziób	pstrogłowy
pstrogłów żaroczuby	pstrogłowy
czermień|kalla	obrazkowate
łysoń siwogłowy	wąsale
brodacznik białouchy	wąsale
oliwkobrodal	wąsale
wąsaczek białogardły	wąsale
wąsaczek żółtoczelny	wąsale
wąsalik	wąsale
kosmatek	wąsale
wąsal czerwonobrewy	wąsale
wąsal obrożny	wąsale
wąsal szkarłatny	wąsale
brodal czerwonouchy	wąsale
krętogłów zwyczajny|krętogłów	krętogłowy
krętogłów afrykański	krętogłowy
dzięciolnik afrykański	dzięciolniki
dzięciolnik himalajski	dzięciolniki
tęczanka niebieska	tęczankowate
tęczanka Parkinsona	tęczankowate
hakodziobek czarny	belonokształtne
alestes Chapera|szaper	alestesowate
kruszczyk wielkołuski	kąsaczokształtne
stojaczek punktowany	kąsaczokształtne
sierpodudek	sierpodudki
dudek afrykański	dudki|dudkowate
dudek madagaskarski	dudki|dudkowate
oskomian pospolity	szczawikowate
jagodzian rambutan|rambutan	mydleńcowate
dinoterium	deinoteria
kilka	śledziowate
brzanka pióropuszowa|brzanka arulia	karpiowate
grubowarg zielony	karpiowate
lotniczek liniowany	karpiowate
brzanka czarnopręga	karpiowate
wobła kaspijska|wobła|płoć kaspijska	karpiowate
skórnik	skórnikowate
szczupieńczyk niebieski|szczupieńczyk indyjski	szczupieńczykowate
szczupieńczyk Playfaira	szczupieńczykowate
bligia pospolita	mydleńcowate
proporczykowiec cynamonowy	karpieńcokształtne|zębokarpiokształtne|zębokarpie
wężynka	igliczniowate
roztrzeplin wiechowaty	mydleńcowate
longan	mydleńcowate
morwa indyjska	marzanowate
pulasan	mydleńcowate
tarczóweczka wielkozarodnikowa	gołąbkowce
kolczakówka|kolczak|zębak	kolcownicowate
korkoząb	kolcownicowate
sarniak	kolcownicowate
chropiatka|pleśniak|otocznica	chropiatkowate
łzawnik	łzawniaki
czarnuszka	jaskrowate
proporczykowiec błękitny|proporczykowiec żółty	karpieńcokształtne|zębokarpiokształtne|zębokarpie
proporczykowiec Scheela	karpieńcokształtne|zębokarpiokształtne|zębokarpie
zagrzebiec peruwiański	karpieńcokształtne|zębokarpiokształtne|zębokarpie
synapsyd	synapsydy
